ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,551,1359.6571428571428,694.9142857142857,0,551
1,552,1380.1363636363637,695.0454545454545,0,552
1,553,1365.2380952380952,693.984126984127,0,553
1,554,1370.0,695.3333333333334,0,554
1,555,1372.888888888889,696.4444444444445,0,555
1,556,1394.4,697.8571428571429,0,556
1,557,1356.8,697.0,0,557
1,558,1390.2222222222222,696.3333333333334,0,558
1,559,1411.8,696.9,0,559
1,560,1416.25,697.65,0,560
1,561,1177.2727272727273,697.7727272727273,0,561
1,562,1383.7368421052631,698.1578947368421,0,562
1,563,1192.8,698.5,0,563
1,564,1388.25,700.1071428571429,0,564
1,565,1352.076923076923,698.8923076923077,0,565
1,566,1374.642857142857,700.6428571428571,0,566
1,567,1380.037037037037,701.0370370370371,0,567
1,568,1412.578947368421,701.1052631578947,0,568
1,569,1186.5,702.6666666666666,0,569
1,570,1384.888888888889,703.4444444444445,0,570
1,571,1388.142857142857,703.6428571428571,0,571
1,572,1392.0,702.5,0,572
1,573,1190.111111111111,703.6666666666666,0,573
1,574,1411.3333333333333,705.0,0,574
1,575,1235.375,704.7916666666666,0,575
1,576,1213.909090909091,707.1818181818181,0,576
1,577,1256.090909090909,708.5454545454545,0,577
1,578,1399.888888888889,708.3333333333334,0,578
1,579,1402.7,709.1,0,579
1,580,1191.24,709.28,0,580
1,581,1389.3157894736842,708.0526315789474,0,581
1,582,1365.0833333333333,709.6666666666666,0,582
1,583,1351.6666666666667,711.0,0,583
1,584,1391.4615384615386,710.9230769230769,0,584
1,585,1394.0625,713.3125,0,585
1,586,1349.1538461538462,713.5384615384615,0,586
1,587,1397.4285714285713,712.0,0,587
1,588,1401.125,715.3333333333334,0,588
1,589,1198.7,716.2,0,589
1,590,1372.6315789473683,715.6315789473684,0,590
1,591,1396.7142857142858,716.2142857142857,0,591
1,592,1390.2068965517242,715.7241379310345,0,592
1,593,1207.918918918919,718.0540540540541,0,593
1,594,1354.0714285714287,718.2857142857143,0,594
1,595,1349.2,718.6333333333333,0,595
1,596,1369.35,719.05,0,596
1,597,1373.8181818181818,719.9090909090909,0,597
1,598,1379.0,719.3125,0,598
1,599,1205.6666666666667,721.6,0,599
1,600,1406.7916666666667,720.0416666666666,0,600
1,601,640.7058823529412,723.7647058823529,0,601
1,602,1214.8461538461538,722.2307692307693,0,602
1,603,1336.875,723.125,0,603
1,604,1197.6,723.9,0,604
1,605,1371.3333333333333,723.0833333333334,0,605
1,606,1389.28,724.12,0,606
1,607,1400.5,726.0,0,607
1,608,1403.888888888889,728.0,0,608
1,609,1413.8,728.5,0,609
1,610,1201.4285714285713,728.7142857142857,0,610
1,611,1365.25,729.625,0,611
1,612,1368.1666666666667,728.8333333333334,0,612
1,613,1203.909090909091,729.6363636363636,0,613
1,614,1401.4444444444443,729.9444444444445,0,614
1,615,1206.6666666666667,731.2222222222222,0,615
1,616,1406.4444444444443,731.1111111111111,0,616
1,617,1379.7,733.2,0,617
1,618,1423.0,734.0,0,618
1,619,1447.3333333333333,733.7916666666666,0,619
1,620,1419.5689655172414,736.3103448275862,0,620
1,621,1195.9166666666667,736.0833333333334,0,621
1,622,1203.0,742.0,0,622
1,623,1445.0,742.1176470588235,0,623
1,624,1481.111111111111,742.4444444444445,0,624
1,625,1205.9,742.8,0,625
1,626,1213.8,742.5,0,626
1,627,1381.75,743.0,0,627
1,628,1398.75,745.125,0,628
1,629,1408.6923076923076,744.0769230769231,0,629
1,630,1209.921052631579,745.0263157894736,0,630
1,631,1393.3461538461538,746.0,0,631
1,632,1451.7391304347825,745.3913043478261,0,632
1,633,1524.08,744.88,0,633
1,634,1383.25,747.0,0,634
1,635,1204.5,748.5,0,635
1,636,1377.111111111111,749.6666666666666,0,636
1,637,1522.875,748.875,0,637
1,638,1552.125,747.8125,0,638
1,639,1454.5454545454545,750.1363636363636,0,639
1,640,1475.5,751.0,0,640
1,641,1527.375,752.8125,0,641
1,642,1548.9166666666667,752.75,0,642
1,643,1450.9444444444443,752.6111111111111,0,643
