ImageNumber,ObjectNumber,Children_FilterObjects_Count,Children_MaskedNuclei_Count,Children_RNA_Green_Count,Classify_colocalized,Classify_not_colocalized,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_RNA_Green_Location_Center_X,Mean_RNA_Green_Location_Center_Y,Mean_RNA_Green_Location_Center_Z,Mean_RNA_Green_Number_Object_Number,Number_Object_Number,Parent_Nuclei
1,250,0,1,0,0,1,1277.3181818181818,462.95454545454544,0,nan,nan,nan,nan,250,68
1,251,0,0,0,0,1,1321.875,463.125,0,nan,nan,nan,nan,251,0
1,252,0,0,0,0,1,758.875,463.875,0,nan,nan,nan,nan,252,0
1,253,0,0,0,0,1,793.1111111111111,464.6666666666667,0,nan,nan,nan,nan,253,0
1,254,0,1,0,0,1,844.6153846153846,464.5769230769231,0,nan,nan,nan,nan,254,79
1,255,0,1,0,0,1,850.2608695652174,464.2173913043478,0,nan,nan,nan,nan,255,79
1,256,0,1,0,0,1,867.0,463.2307692307692,0,nan,nan,nan,nan,256,83
1,257,0,1,0,0,1,936.0,463.3333333333333,0,nan,nan,nan,nan,257,75
1,258,0,1,0,0,1,939.6666666666666,464.22222222222223,0,nan,nan,nan,nan,258,75
1,259,0,1,0,0,1,964.8461538461538,464.38461538461536,0,nan,nan,nan,nan,259,72
1,260,0,1,0,0,1,997.88,464.0,0,nan,nan,nan,nan,260,72
1,261,0,0,0,0,1,1048.0,464.5,0,nan,nan,nan,nan,261,0
1,262,0,1,0,0,1,1214.5,464.8076923076923,0,nan,nan,nan,nan,262,80
1,263,0,1,0,0,1,1220.090909090909,463.77272727272725,0,nan,nan,nan,nan,263,80
1,264,0,1,0,0,1,1235.25,464.425,0,nan,nan,nan,nan,264,73
1,265,0,1,0,0,1,1301.125,464.875,0,nan,nan,nan,nan,265,90
1,266,0,1,0,0,1,837.3720930232558,465.27906976744185,0,nan,nan,nan,nan,266,79
1,267,0,1,0,0,1,955.7777777777778,465.3333333333333,0,nan,nan,nan,nan,267,84
1,268,0,1,0,0,1,969.125,465.125,0,nan,nan,nan,nan,268,72
1,269,0,1,0,0,1,975.9411764705883,464.6470588235294,0,nan,nan,nan,nan,269,72
1,270,0,1,0,0,1,985.9583333333334,465.1666666666667,0,nan,nan,nan,nan,270,72
1,271,0,0,0,0,1,1019.8,464.8,0,nan,nan,nan,nan,271,0
1,272,0,1,0,0,1,1208.3902439024391,466.5365853658537,0,nan,nan,nan,nan,272,80
1,273,0,1,0,0,1,1258.4375,465.125,0,nan,nan,nan,nan,273,85
1,274,0,1,0,0,1,1263.1,463.95,0,nan,nan,nan,nan,274,82
1,275,0,1,0,0,1,828.5,465.5,0,nan,nan,nan,nan,275,88
