ImageNumber,ObjectNumber,Children_GreenWithinDAPI_Count,Children_TUJWithinDAPI_Count,Classify_colocalized,Classify_colocalized,Classify_not_colocalized,Classify_not_colocalized,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_GreenWithinDAPI_Location_Center_X,Mean_GreenWithinDAPI_Location_Center_Y,Mean_GreenWithinDAPI_Location_Center_Z,Mean_GreenWithinDAPI_Number_Object_Number,Mean_TUJWithinDAPI_Location_Center_X,Mean_TUJWithinDAPI_Location_Center_Y,Mean_TUJWithinDAPI_Location_Center_Z,Mean_TUJWithinDAPI_Number_Object_Number,Number_Object_Number,Parent_RNA_Red
1,151,0,0,0,0,1,1,1002.8611111111111,466.77777777777777,0,nan,nan,nan,nan,nan,nan,nan,nan,151,300
1,152,0,1,1,1,0,0,1234.8,467.9,0,nan,nan,nan,nan,1233.7391304347825,467.7826086956522,0.0,161.0,152,304
1,153,0,0,0,0,1,1,1257.2,468.0,0,nan,nan,nan,nan,nan,nan,nan,nan,153,305
1,154,0,0,0,0,1,1,1285.4545454545455,468.72727272727275,0,nan,nan,nan,nan,nan,nan,nan,nan,154,306
1,155,0,0,0,0,1,1,1301.4166666666667,467.9166666666667,0,nan,nan,nan,nan,nan,nan,nan,nan,155,307
1,156,0,0,0,0,1,1,834.4615384615385,469.53846153846155,0,nan,nan,nan,nan,nan,nan,nan,nan,156,308
1,157,0,0,0,0,1,1,883.695652173913,468.2608695652174,0,nan,nan,nan,nan,nan,nan,nan,nan,157,309
1,158,0,0,0,0,1,1,934.0625,469.3125,0,nan,nan,nan,nan,nan,nan,nan,nan,158,311
1,159,0,0,0,0,1,1,944.4615384615385,468.4102564102564,0,nan,nan,nan,nan,nan,nan,nan,nan,159,312
1,160,1,2,1,1,0,0,1219.1818181818182,470.1454545454545,0,1223.1666666666667,468.9166666666667,0.0,9.0,1218.5375816993464,470.1781045751634,0.0,163.5,160,314
1,161,0,0,0,0,1,1,1242.857142857143,469.35714285714283,0,nan,nan,nan,nan,nan,nan,nan,nan,161,315
1,162,0,1,1,1,0,0,1275.9583333333333,467.9583333333333,0,nan,nan,nan,nan,1273.5,468.2857142857143,0.0,162.0,162,316
1,163,0,0,0,0,1,1,1288.3636363636363,469.45454545454544,0,nan,nan,nan,nan,nan,nan,nan,nan,163,317
1,164,0,0,0,0,1,1,843.4,469.1666666666667,0,nan,nan,nan,nan,nan,nan,nan,nan,164,318
1,165,0,2,1,1,0,0,866.8518518518518,470.7962962962963,0,nan,nan,nan,nan,865.8541666666667,474.04166666666663,0.0,173.0,165,319
1,166,0,0,0,0,1,1,878.8709677419355,470.19354838709677,0,nan,nan,nan,nan,nan,nan,nan,nan,166,320
1,167,0,0,0,0,1,1,910.4444444444445,470.5,0,nan,nan,nan,nan,nan,nan,nan,nan,167,321
1,168,0,0,0,0,1,1,966.8571428571429,470.0,0,nan,nan,nan,nan,nan,nan,nan,nan,168,322
1,169,0,0,0,0,1,1,1007.9787234042553,469.9574468085106,0,nan,nan,nan,nan,nan,nan,nan,nan,169,323
1,170,0,0,0,0,1,1,1211.225806451613,470.1290322580645,0,nan,nan,nan,nan,nan,nan,nan,nan,170,327
1,171,0,0,0,0,1,1,1215.6,469.8,0,nan,nan,nan,nan,nan,nan,nan,nan,171,328
1,172,0,0,0,0,1,1,1246.7222222222222,472.0,0,nan,nan,nan,nan,nan,nan,nan,nan,172,329
1,173,0,0,0,0,1,1,1252.078431372549,468.5686274509804,0,nan,nan,nan,nan,nan,nan,nan,nan,173,330
1,174,0,0,0,0,1,1,1260.3636363636363,470.3636363636364,0,nan,nan,nan,nan,nan,nan,nan,nan,174,331
1,175,0,1,1,1,0,0,1263.5,470.125,0,nan,nan,nan,nan,1263.0,470.7083333333333,0.0,164.0,175,332
1,176,0,0,0,0,1,1,1316.5681818181818,471.1818181818182,0,nan,nan,nan,nan,nan,nan,nan,nan,176,333
1,177,0,0,0,0,1,1,1363.4615384615386,469.61538461538464,0,nan,nan,nan,nan,nan,nan,nan,nan,177,334
1,178,0,0,0,0,1,1,854.45,471.1,0,nan,nan,nan,nan,nan,nan,nan,nan,178,336
1,179,0,0,0,0,1,1,871.7777777777778,471.81481481481484,0,nan,nan,nan,nan,nan,nan,nan,nan,179,337
1,180,0,0,0,0,1,1,895.65,470.3,0,nan,nan,nan,nan,nan,nan,nan,nan,180,338
1,181,0,0,0,0,1,1,938.3703703703703,472.1111111111111,0,nan,nan,nan,nan,nan,nan,nan,nan,181,339
1,182,0,0,0,0,1,1,993.1428571428571,470.92857142857144,0,nan,nan,nan,nan,nan,nan,nan,nan,182,340
1,183,0,0,0,0,1,1,999.5294117647059,470.8235294117647,0,nan,nan,nan,nan,nan,nan,nan,nan,183,341
1,184,0,0,0,0,1,1,1172.3636363636363,470.90909090909093,0,nan,nan,nan,nan,nan,nan,nan,nan,184,343
1,185,0,1,1,1,0,0,1277.0,471.8,0,nan,nan,nan,nan,1277.2758620689656,470.7241379310345,0.0,165.0,185,344
1,186,0,0,0,0,1,1,888.0,471.25,0,nan,nan,nan,nan,nan,nan,nan,nan,186,345
1,187,0,0,0,0,1,1,961.2222222222222,471.6111111111111,0,nan,nan,nan,nan,nan,nan,nan,nan,187,346
1,188,0,0,0,0,1,1,1013.3846153846154,471.38461538461536,0,nan,nan,nan,nan,nan,nan,nan,nan,188,347
1,189,0,0,0,0,1,1,1025.4242424242425,471.72727272727275,0,nan,nan,nan,nan,nan,nan,nan,nan,189,348
1,190,0,0,0,0,1,1,1030.0294117647059,472.5882352941176,0,nan,nan,nan,nan,nan,nan,nan,nan,190,349
1,191,0,1,1,1,0,0,1238.2222222222222,472.22222222222223,0,nan,nan,nan,nan,1235.1538461538462,476.4230769230769,0.0,186.0,191,350
1,192,0,0,0,0,1,1,1299.2,471.06666666666666,0,nan,nan,nan,nan,nan,nan,nan,nan,192,351
1,193,0,0,0,0,1,1,840.5294117647059,472.7647058823529,0,nan,nan,nan,nan,nan,nan,nan,nan,193,352
1,194,0,0,0,0,1,1,847.9444444444445,472.44444444444446,0,nan,nan,nan,nan,nan,nan,nan,nan,194,353
1,195,0,1,1,1,0,0,859.4915254237288,471.35593220338984,0,nan,nan,nan,nan,857.7666666666667,476.1666666666667,0.0,185.0,195,354
1,196,0,0,0,0,1,1,884.3846153846154,472.3076923076923,0,nan,nan,nan,nan,nan,nan,nan,nan,196,355
1,197,0,0,0,0,1,1,893.4634146341464,473.7317073170732,0,nan,nan,nan,nan,nan,nan,nan,nan,197,356
1,198,0,0,0,0,1,1,903.3,473.1333333333333,0,nan,nan,nan,nan,nan,nan,nan,nan,198,357
1,199,0,0,0,0,1,1,1254.4615384615386,473.15384615384613,0,nan,nan,nan,nan,nan,nan,nan,nan,199,359
1,200,0,1,1,1,0,0,1257.5882352941176,474.7352941176471,0,nan,nan,nan,nan,1256.3333333333333,474.3333333333333,0.0,172.0,200,360
1,201,0,0,0,0,1,1,919.5,473.7142857142857,0,nan,nan,nan,nan,nan,nan,nan,nan,201,362
1,202,0,0,0,0,1,1,974.2083333333334,473.375,0,nan,nan,nan,nan,nan,nan,nan,nan,202,363
1,203,0,0,0,0,1,1,979.0869565217391,473.60869565217394,0,nan,nan,nan,nan,nan,nan,nan,nan,203,364
1,204,0,0,0,0,1,1,1045.2037037037037,474.6666666666667,0,nan,nan,nan,nan,nan,nan,nan,nan,204,366
1,205,0,0,0,0,1,1,1097.6363636363637,473.90909090909093,0,nan,nan,nan,nan,nan,nan,nan,nan,205,367
1,206,0,0,0,0,1,1,1198.9318181818182,473.02272727272725,0,nan,nan,nan,nan,nan,nan,nan,nan,206,368
1,207,0,1,1,1,0,0,1272.121212121212,473.7878787878788,0,nan,nan,nan,nan,1267.45,471.2,0.0,169.0,207,369
1,208,0,0,0,0,1,1,1293.095238095238,472.3333333333333,0,nan,nan,nan,nan,nan,nan,nan,nan,208,370
1,209,0,0,0,0,1,1,1297.7857142857142,473.92857142857144,0,nan,nan,nan,nan,nan,nan,nan,nan,209,371
1,210,0,1,1,1,0,0,842.0,476.1666666666667,0,nan,nan,nan,nan,841.5753424657535,476.45205479452056,0.0,188.0,210,372
1,211,0,0,0,0,1,1,847.2727272727273,475.77272727272725,0,nan,nan,nan,nan,nan,nan,nan,nan,211,373
1,212,0,0,0,0,1,1,876.025641025641,474.64102564102564,0,nan,nan,nan,nan,nan,nan,nan,nan,212,374
