ImageNumber,ObjectNumber,Children_RNA_Green_Count,Children_RNA_Red_Count,Children_RNA_TUJ_Count,Classify_colocalized,Classify_colocalized,Classify_not_colocalized,Classify_not_colocalized,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_RNA_Green_Location_Center_X,Mean_RNA_Green_Location_Center_Y,Mean_RNA_Green_Location_Center_Z,Mean_RNA_Green_Number_Object_Number,Mean_RNA_Red_Location_Center_X,Mean_RNA_Red_Location_Center_Y,Mean_RNA_Red_Location_Center_Z,Mean_RNA_Red_Number_Object_Number,Mean_RNA_TUJ_Location_Center_X,Mean_RNA_TUJ_Location_Center_Y,Mean_RNA_TUJ_Location_Center_Z,Mean_RNA_TUJ_Number_Object_Number,Number_Object_Number
1,35,0,0,1,0,0,1,1,1294.1545893719806,407.79227053140096,0,nan,nan,nan,nan,nan,nan,nan,nan,1290.5,413.0,0.0,1876.0,35
1,36,0,0,1,0,0,1,1,1749.438775510204,406.9387755102041,0,nan,nan,nan,nan,nan,nan,nan,nan,1743.4,407.06666666666666,0.0,1808.0,36
1,37,0,0,7,0,0,1,1,848.3404255319149,411.79432624113474,0,nan,nan,nan,nan,nan,nan,nan,nan,849.6716593828166,412.25000175655543,0.0,1873.7142857142858,37
1,38,2,0,5,1,1,0,0,830.3675889328064,411.5849802371541,0,829.8125,414.64583333333337,0.0,5.0,nan,nan,nan,nan,826.2779251158199,408.4408566871725,0.0,1825.4,38
1,39,1,0,5,1,1,0,0,1645.3074935400516,418.10594315245476,0,1651.8,411.5,0.0,2.0,nan,nan,nan,nan,1642.557323232323,414.7708585858585,0.0,1901.4,39
1,40,3,0,3,1,1,0,0,817.5608465608466,418.2804232804233,0,819.5277777777778,414.7083333333333,0.0,5.0,nan,nan,nan,nan,815.3964646464647,417.7070707070707,0.0,1936.0,40
1,41,1,4,2,1,1,0,0,864.678936605317,422.08179959100204,0,857.0,421.5,0.0,8.0,855.1167200854701,431.6482371794872,0.0,49.25,860.6006944444445,431.00347222222223,0.0,2128.0,41
1,42,0,1,0,0,0,1,1,1739.787234042553,419.1914893617021,0,nan,nan,nan,nan,1732.3636363636363,423.45454545454544,0.0,29.0,nan,nan,nan,nan,42
1,43,0,0,4,0,0,1,1,824.2533333333333,426.92,0,nan,nan,nan,nan,nan,nan,nan,nan,817.885101010101,429.3728354978355,0.0,2102.5,43
1,44,1,2,8,1,1,0,0,838.0495356037152,429.87925696594425,0,839.5,424.7142857142857,0.0,9.0,837.781746031746,438.3611111111111,0.0,81.0,841.8925047635333,432.2178129682106,0.0,2138.25,44
1,45,0,0,0,0,0,1,1,1674.2068965517242,425.86206896551727,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45
1,46,0,0,0,0,0,1,1,2321.0107913669067,428.9928057553957,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46
1,47,0,0,0,0,0,1,1,1685.4224598930482,437.24064171122996,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47
1,48,0,4,1,0,0,1,1,1232.7836257309941,430.96491228070175,0,nan,nan,nan,nan,1235.2680782839452,434.2247346306944,0.0,64.25,1228.2,428.9,0.0,2101.0,48
1,49,0,21,0,0,0,1,1,952.3358974358974,435.46923076923076,0,nan,nan,nan,nan,953.4957884222067,436.73462164780443,0.0,75.9047619047619,nan,nan,nan,nan,49
1,50,0,3,0,0,0,1,1,1224.17578125,436.76953125,0,nan,nan,nan,nan,1223.5789661319075,434.9563874034463,0.0,67.33333333333333,nan,nan,nan,nan,50
1,51,0,0,0,0,0,1,1,2016.5051546391753,440.2783505154639,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51
1,52,0,0,0,0,0,1,1,1438.6785714285713,439.42857142857144,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52
1,53,0,0,0,0,0,1,1,1628.1019417475727,441.5339805825243,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53
1,54,0,0,2,0,0,1,1,1675.2849162011173,445.72067039106145,0,nan,nan,nan,nan,nan,nan,nan,nan,1675.0,450.1136363636364,0.0,2356.5,54
1,55,0,1,2,0,0,1,1,1708.6211312700107,447.3052294557097,0,nan,nan,nan,nan,1711.0,451.0,0.0,161.0,1700.6363636363635,455.0,0.0,2445.0,55
1,56,0,0,0,0,0,1,1,1936.3655913978494,446.21505376344084,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56
1,57,0,8,10,0,0,1,1,1244.6770293609673,447.5388601036269,0,nan,nan,nan,nan,1239.8623561051413,444.35636346748873,0.0,125.75,1247.1705447290356,448.39308506222585,0.0,2335.0,57
1,58,0,0,0,0,0,1,1,1909.628205128205,448.6666666666667,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58
1,59,0,0,0,0,0,1,1,1961.591463414634,448.9390243902439,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59
1,60,0,0,0,0,0,1,1,2013.5056179775281,451.39325842696627,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60
1,61,0,0,0,0,0,1,1,2367.8056206088995,457.39578454332553,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61
1,62,0,10,5,0,0,1,1,871.2034313725491,451.7843137254902,0,nan,nan,nan,nan,873.03071532326,450.7680775464258,0.0,157.5,865.2218860877686,455.4147338935575,0.0,2440.8,62
1,63,0,1,17,0,0,1,1,813.2384937238494,453.0690376569038,0,nan,nan,nan,nan,802.25,448.125,0.0,139.0,810.1774301475607,451.9652100797962,0.0,2402.529411764706,63
1,64,0,0,0,0,0,1,1,1686.2136752136753,451.64957264957263,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64
1,65,0,0,0,0,0,1,1,1737.0022172949002,453.2084257206208,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65
1,66,0,0,0,0,0,1,1,1974.4858299595141,452.3562753036437,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66
1,67,0,14,0,0,0,1,1,907.0949367088608,452.0189873417722,0,nan,nan,nan,nan,908.0786138997819,450.86801726333573,0.0,160.07142857142858,nan,nan,nan,nan,67
1,68,0,6,4,0,0,1,1,1286.9521739130435,462.3108695652174,0,nan,nan,nan,nan,1283.659722222222,460.14962121212125,0.0,234.33333333333334,1280.159489633174,468.97966507177034,0.0,2719.5,68
1,69,0,1,1,0,0,1,1,1339.95,456.35714285714283,0,nan,nan,nan,nan,1345.090909090909,454.6363636363636,0.0,191.0,1339.8181818181818,448.45454545454544,0.0,2334.0,69
1,70,0,0,0,0,0,1,1,1920.9552631578947,448.9973684210526,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70
1,71,0,0,0,0,0,1,1,2004.7155963302753,458.0091743119266,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71
1,72,0,45,0,0,0,1,1,986.2174267100977,470.36319218241044,0,nan,nan,nan,nan,987.5840078946908,469.2267644994027,0.0,323.5777777777778,nan,nan,nan,nan,72
1,73,1,7,0,1,1,0,0,1243.362126245847,464.4119601328904,0,1235.909090909091,476.1818181818182,0.0,13.0,1240.4087525738266,466.1992114316991,0.0,285.57142857142856,nan,nan,nan,nan,73
1,74,0,0,0,0,0,1,1,1963.8259860788862,464.3758700696056,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74
1,75,0,26,0,0,0,1,1,929.3827534039334,462.9031770045386,0,nan,nan,nan,nan,932.5128812329416,461.6111067746573,0.0,242.57692307692307,nan,nan,nan,nan,75
1,76,0,0,0,0,0,1,1,1911.8028169014085,466.2676056338028,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,76
1,77,0,0,0,0,0,1,1,1997.5567867036011,470.0415512465374,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77
1,78,0,4,1,0,0,1,1,861.9776119402985,469.55223880597015,0,nan,nan,nan,nan,858.6983443188952,470.1463904582548,0.0,322.5,866.0,472.0,0.0,2760.0,78
1,79,0,9,1,0,0,1,1,844.2777777777778,469.83838383838383,0,nan,nan,nan,nan,844.646445289868,468.3969284183701,0.0,300.77777777777777,841.5753424657535,476.45205479452056,0.0,2851.0,79
1,80,0,14,4,0,0,1,1,1208.7467700258399,473.84496124031006,0,nan,nan,nan,nan,1207.9463353753224,473.73409933698713,0.0,371.92857142857144,1212.7416009759759,466.4113175675676,0.0,2663.75,80
1,81,3,8,11,1,1,0,0,1228.1242362525459,475.040733197556,0,1228.743386243386,475.39550264550263,0.0,13.333333333333334,1225.3629143393293,479.02628693371616,0.0,429.375,1229.5476581132903,476.2701672406245,0.0,2838.7272727272725,81
1,82,0,9,8,0,0,1,1,1269.8833333333334,469.79761904761904,0,nan,nan,nan,nan,1267.9724067599066,468.1954226329226,0.0,319.1111111111111,1271.0310864473297,473.6416231712682,0.0,2787.75,82
1,83,0,10,1,0,0,1,1,873.6271929824561,469.469298245614,0,nan,nan,nan,nan,876.0885130294358,470.20182437561397,0.0,323.8,879.875,478.875,0.0,2878.0,83
1,84,0,15,0,0,0,1,1,956.2151260504202,475.9378151260504,0,nan,nan,nan,nan,956.5890609495376,476.2425179313517,0.0,395.4,nan,nan,nan,nan,84
1,85,1,15,7,1,1,0,0,1253.4389671361503,477.03521126760563,0,1243.2142857142858,483.0,0.0,15.0,1255.1401731020658,476.32453172506484,0.0,395.8,1253.8769047619046,480.0189002267574,0.0,2889.714285714286,85
1,86,0,0,0,0,0,1,1,1953.8312101910828,478.4490445859873,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86
1,87,0,1,0,0,0,1,1,1173.5481171548117,473.907949790795,0,nan,nan,nan,nan,1172.3636363636363,470.90909090909093,0.0,343.0,nan,nan,nan,nan,87
1,88,0,11,9,0,0,1,1,828.239263803681,475.3149284253579,0,nan,nan,nan,nan,833.0484669816221,479.1126360270746,0.0,419.1818181818182,824.7014106306634,474.60353991474676,0.0,2800.222222222222,88
1,89,0,4,0,0,0,1,1,1092.4305555555557,475.7291666666667,0,nan,nan,nan,nan,1096.2389328631139,478.51281870428426,0.0,418.0,nan,nan,nan,nan,89
1,90,0,11,3,0,0,1,1,1307.2513464991023,473.6678635547576,0,nan,nan,nan,nan,1307.0047135292434,474.53761234411706,0.0,384.0,1309.790404040404,487.45517676767673,0.0,3006.0,90
1,91,0,0,0,0,0,1,1,2009.6225165562914,480.2450331125828,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91
1,92,0,0,0,0,0,1,1,2256.7423312883434,474.11042944785277,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92
1,93,0,0,0,0,0,1,1,1964.2980132450332,476.1788079470199,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,93
1,94,0,7,0,0,0,1,1,894.7696335078534,476.8743455497382,0,nan,nan,nan,nan,891.9134675922242,475.62329562718196,0.0,387.0,nan,nan,nan,nan,94
1,95,0,6,0,0,0,1,1,928.7739726027397,477.93835616438355,0,nan,nan,nan,nan,927.3954865143891,478.16156483534536,0.0,415.8333333333333,nan,nan,nan,nan,95
1,96,0,5,5,0,0,1,1,1354.870662460568,475.6782334384858,0,nan,nan,nan,nan,1358.2431410256409,475.8019658119658,0.0,397.0,1352.0825303643724,471.9239338731444,0.0,2757.4,96
1,97,0,0,0,0,0,1,1,1947.2378378378378,486.1081081081081,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97
1,98,0,0,0,0,0,1,1,1664.316151202749,477.2508591065292,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98
1,99,0,0,0,0,0,1,1,1978.298245614035,481.4736842105263,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99
1,100,0,8,0,0,0,1,1,1054.557142857143,480.5,0,nan,nan,nan,nan,1052.7824611988603,479.63521508483774,0.0,428.375,nan,nan,nan,nan,100
1,101,0,0,3,0,0,1,1,1629.9618320610687,483.8753180661578,0,nan,nan,nan,nan,nan,nan,nan,nan,1632.9504273504274,479.2448717948718,0.0,2882.0,101
1,102,0,0,0,0,0,1,1,1883.506329113924,481.7848101265823,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102
1,103,0,0,0,0,0,1,1,1894.052434456929,478.89138576779027,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103
1,104,0,0,0,0,0,1,1,1986.5376344086021,482.35483870967744,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104
1,105,0,5,0,0,0,1,1,1061.1463414634147,486.1056910569106,0,nan,nan,nan,nan,1059.8639140170176,485.51758471413643,0.0,501.0,nan,nan,nan,nan,105
1,106,3,4,10,1,1,0,0,1292.655172413793,487.6228448275862,0,1300.0897435897434,487.0897435897436,0.0,16.0,1293.6747128144186,479.5911071499307,0.0,434.75,1295.0587043472653,488.2064270640096,0.0,3054.4,106
1,107,0,0,0,0,0,1,1,1928.0866574965612,471.69188445667123,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107
1,108,0,10,4,0,0,1,1,859.4668989547039,482.18118466898954,0,nan,nan,nan,nan,863.3448343079923,484.7869652298714,0.0,488.3,860.860202991453,479.278311965812,0.0,2876.25,108
1,109,0,17,0,0,0,1,1,1029.5230125523012,482.0334728033473,0,nan,nan,nan,nan,1028.2824855846084,479.2143084411398,0.0,424.6470588235294,nan,nan,nan,nan,109
1,110,0,4,2,0,0,1,1,1328.752380952381,486.43809523809523,0,nan,nan,nan,nan,1325.1682846964154,485.1347813979393,0.0,490.5,1330.0,486.44444444444446,0.0,3014.5,110
1,111,0,9,9,0,0,1,1,843.6371428571429,489.98857142857145,0,nan,nan,nan,nan,844.8553856651043,488.15812876860696,0.0,521.6666666666666,840.1312962962963,492.66135802469137,0.0,3148.5555555555557,111
1,112,0,0,1,0,0,1,1,1740.6666666666667,489.741935483871,0,nan,nan,nan,nan,nan,nan,nan,nan,1739.8666666666666,487.6666666666667,0.0,3008.0,112
1,113,0,24,0,0,0,1,1,943.2609673790777,492.6794150731159,0,nan,nan,nan,nan,943.1228491613778,492.79948979861405,0.0,571.3333333333334,nan,nan,nan,nan,113
1,114,0,0,0,0,0,1,1,1747.0873786407767,487.2718446601942,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,114
1,115,0,0,0,0,0,1,1,1888.0309278350514,490.50515463917526,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115
1,116,0,13,1,0,0,1,1,1073.103125,490.1875,0,nan,nan,nan,nan,1075.4068081601488,490.2910849816603,0.0,546.4615384615385,1073.75,492.5833333333333,0.0,3147.0,116
1,117,0,0,0,0,0,1,1,1968.942528735632,489.68390804597703,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,117
1,118,0,0,0,0,0,1,1,1937.4015748031495,490.82152230971127,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118
1,119,0,0,0,0,0,1,1,1995.7407407407406,492.1777777777778,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119
1,120,0,10,0,0,0,1,1,982.6230936819172,494.1938997821351,0,nan,nan,nan,nan,981.9349768068512,492.009627551584,0.0,560.1,nan,nan,nan,nan,120
1,121,0,0,0,0,0,1,1,1923.6888888888889,493.51851851851853,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121
1,122,0,3,0,0,0,1,1,1250.5536480686694,495.21030042918454,0,nan,nan,nan,nan,1248.1846092503986,491.93580542264755,0.0,569.3333333333334,nan,nan,nan,nan,122
1,123,0,9,0,0,0,1,1,1009.2732558139535,501.6656976744186,0,nan,nan,nan,nan,1009.2354334256634,500.70107838096345,0.0,648.4444444444445,nan,nan,nan,nan,123
1,124,0,10,10,0,0,1,1,1275.7121951219513,498.650406504065,0,nan,nan,nan,nan,1270.6442555774222,494.43245650986535,0.0,590.8,1276.9131227967098,500.93237269878574,0.0,3330.8,124
1,125,0,0,0,0,0,1,1,1956.0618556701031,501.8298969072165,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125
1,126,0,0,0,0,0,1,1,2358.591065292096,501.12714776632305,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126
1,127,0,15,2,0,0,1,1,1331.8028368794326,499.8241134751773,0,nan,nan,nan,nan,1328.1558042464824,502.567862703589,0.0,667.5333333333333,1329.5625,506.4375,0.0,3464.5,127
1,128,0,0,0,0,0,1,1,1892.8297872340424,498.9468085106383,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128
1,129,0,0,2,0,0,1,1,1661.7692307692307,501.88,0,nan,nan,nan,nan,nan,nan,nan,nan,1660.8035714285716,495.9107142857143,0.0,3225.0,129
1,130,0,0,8,0,0,1,1,808.988416988417,502.94208494208493,0,nan,nan,nan,nan,nan,nan,nan,nan,810.9086805555555,503.0739583333333,0.0,3393.375,130
1,131,0,0,0,0,0,1,1,1981.8083832335328,499.5508982035928,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,131
1,132,0,11,8,0,0,1,1,1376.2163461538462,506.68429487179486,0,nan,nan,nan,nan,1371.3327458383908,505.1773607664736,0.0,691.6363636363636,1370.9268936741364,508.6472514005602,0.0,3503.125,132
1,133,0,0,0,0,0,1,1,2029.2903225806451,501.3306451612903,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,133
1,134,0,0,2,0,0,1,1,1580.9097744360902,503.9812030075188,0,nan,nan,nan,nan,nan,nan,nan,nan,1585.7227272727273,509.6681818181818,0.0,3537.5,134
1,135,0,0,1,0,0,1,1,1908.320717131474,500.9362549800797,0,nan,nan,nan,nan,nan,nan,nan,nan,1909.0,500.0,0.0,3324.0,135
1,136,0,9,0,0,0,1,1,995.3577235772358,509.62872628726285,0,nan,nan,nan,nan,994.963819959555,507.72352197331514,0.0,709.8888888888889,nan,nan,nan,nan,136
1,137,0,0,0,0,0,1,1,1745.9142857142858,503.83809523809526,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137
1,138,0,0,0,0,0,1,1,1923.6194690265486,506.13274336283183,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,138
1,139,0,17,6,0,0,1,1,847.8601398601398,509.6317016317016,0,nan,nan,nan,nan,850.61928508896,511.1993952582983,0.0,733.1764705882352,845.7368082217348,514.2621482547953,0.0,3615.0,139
1,140,0,19,0,0,0,1,1,895.6302186878728,506.727634194831,0,nan,nan,nan,nan,892.5042884238823,505.5616920713332,0.0,690.3157894736842,nan,nan,nan,nan,140
1,141,0,4,5,0,0,1,1,1299.2065217391305,508.6820652173913,0,nan,nan,nan,nan,1300.317106625259,513.4482125603865,0.0,766.75,1302.9458513708514,509.92676767676767,0.0,3527.0,141
1,142,0,0,0,0,0,1,1,1999.6913580246915,509.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,142
1,143,0,0,0,0,0,1,1,2298.608695652174,514.295652173913,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,143
1,144,0,2,0,0,0,1,1,964.8,513.0976744186047,0,nan,nan,nan,nan,958.3125,511.8125,0.0,743.0,nan,nan,nan,nan,144
1,145,0,0,0,0,0,1,1,1438.9147286821706,511.5581395348837,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145
1,146,0,0,2,0,0,1,1,1678.5219047619048,510.69142857142856,0,nan,nan,nan,nan,nan,nan,nan,nan,1685.8333333333335,512.8333333333333,0.0,3586.0,146
1,147,0,0,0,0,0,1,1,1755.036496350365,508.6350364963504,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,147
1,148,0,0,0,0,0,1,1,1943.4622641509434,507.9622641509434,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,148
1,149,0,10,0,0,0,1,1,1256.0819672131147,514.6010928961749,0,nan,nan,nan,nan,1256.5436975668013,513.2680884655124,0.0,758.4,nan,nan,nan,nan,149
1,150,0,0,0,0,0,1,1,1970.404761904762,509.55102040816325,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150
1,151,0,10,3,0,0,1,1,1205.0186170212767,507.6329787234043,0,nan,nan,nan,nan,1205.8497008780696,506.745503312477,0.0,703.0,1201.5833333333333,503.5,0.0,3395.0,151
