ImageNumber,ObjectNumber,Children_GreenWithinDAPI_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Nuclei
1,125,0,1077.388888888889,1114.3333333333333,0,125,0
1,126,1,937.875,1120.125,0,126,1029
1,127,0,1069.1363636363637,1122.5454545454545,0,127,0
1,128,0,1072.875,1123.125,0,128,0
1,129,1,915.1428571428571,1124.357142857143,0,129,1031
1,130,1,663.5833333333334,1124.9166666666667,0,130,1037
1,131,0,1080.2068965517242,1124.2758620689656,0,131,0
1,132,0,1073.0,1126.0,0,132,0
1,133,1,1065.8,1127.2888888888888,0,133,1053
1,134,1,1149.1818181818182,1127.8181818181818,0,134,1049
1,135,1,534.0,1129.2,0,135,1057
1,136,1,358.0,1133.2,0,136,1048
1,137,1,337.3636363636364,1134.090909090909,0,137,1056
1,138,1,1158.764705882353,1133.4705882352941,0,138,1049
1,139,0,1015.125,1136.125,0,139,0
1,140,1,1138.5,1136.5,0,140,1078
1,141,1,357.53846153846155,1138.8461538461538,0,141,1048
1,142,1,454.125,1138.875,0,142,1098
1,143,1,1201.0983606557377,1139.8524590163934,0,143,1047
1,144,0,1109.9166666666667,1140.4166666666667,0,144,0
1,145,1,666.7692307692307,1142.7692307692307,0,145,1083
1,146,0,1216.5,1144.0,0,146,0
1,147,1,501.125,1143.875,0,147,1095
1,148,1,821.5555555555555,1144.7777777777778,0,148,1079
1,149,0,1301.764705882353,1144.1764705882354,0,149,0
1,150,1,1053.5217391304348,1145.695652173913,0,150,1097
1,151,0,1108.0222222222221,1145.911111111111,0,151,0
1,152,0,1128.05,1144.25,0,152,0
1,153,0,1203.125,1145.125,0,153,0
1,154,0,1164.0,1147.0,0,154,0
1,155,0,1086.0,1149.1176470588234,0,155,0
1,156,0,1236.3333333333333,1148.111111111111,0,156,0
1,157,0,1129.967741935484,1148.6451612903227,0,157,0
1,158,1,1251.125,1148.875,0,158,1084
1,159,1,436.90909090909093,1149.3636363636363,0,159,1088
1,160,0,1124.3272727272727,1148.7181818181818,0,160,0
1,161,1,916.125,1151.875,0,161,1112
1,162,1,1108.7368421052631,1152.0,0,162,1114
1,163,1,1567.875,1152.125,0,163,1161
1,164,0,1126.090909090909,1154.3636363636363,0,164,0
1,165,1,1242.5,1153.5,0,165,1108
1,166,1,1286.5,1154.0,0,166,1122
1,167,0,363.0,1155.2,0,167,0
1,168,1,436.1,1155.15,0,168,1088
1,169,1,656.9090909090909,1155.3636363636363,0,169,1083
1,170,1,1111.6,1154.65,0,170,1114
1,171,1,1115.75,1155.4,0,171,1114
1,172,1,1120.1935483870968,1155.483870967742,0,172,1114
1,173,1,1125.0869565217392,1157.5652173913043,0,173,1114
1,174,1,1483.3636363636363,1158.090909090909,0,174,1082
1,175,0,948.6153846153846,1159.3846153846155,0,175,0
1,176,1,1242.4444444444443,1159.7777777777778,0,176,1108
1,177,0,364.8,1160.0,0,177,0
1,178,1,907.375,1159.75,0,178,1125
1,179,0,944.8571428571429,1161.0714285714287,0,179,0
1,180,1,904.2857142857143,1162.357142857143,0,180,1125
1,181,1,498.0,1163.142857142857,0,181,1109
1,182,0,952.3529411764706,1164.0,0,182,0
1,183,1,1155.875,1163.125,0,183,1127
1,184,0,947.2608695652174,1164.3478260869565,0,184,0
1,185,0,956.3125,1164.4375,0,185,0
1,186,1,1081.2,1164.1333333333334,0,186,1120
1,187,1,391.3636363636364,1166.090909090909,0,187,1140
1,188,1,1075.1818181818182,1165.4545454545455,0,188,1120
1,189,1,373.4117647058824,1167.7058823529412,0,189,1141
1,190,1,1028.888888888889,1167.3333333333333,0,190,1126
1,191,1,1064.0,1168.8,0,191,1120
1,192,1,1128.75,1168.0833333333333,0,192,1153
1,193,0,1239.125,1169.125,0,193,0
1,194,0,959.969696969697,1170.7878787878788,0,194,0
1,195,1,1268.5,1170.5,0,195,1108
1,196,1,377.26666666666665,1173.7333333333333,0,196,1141
1,197,1,615.125,1172.875,0,197,1168
1,198,0,1190.3333333333333,1174.111111111111,0,198,0
1,199,0,1279.0666666666666,1173.4666666666667,0,199,0
1,200,0,1043.0833333333333,1176.6666666666667,0,200,0
1,201,1,656.3333333333334,1177.4444444444443,0,201,1124
1,202,1,1281.6666666666667,1176.888888888889,0,202,1189
1,203,0,1072.3333333333333,1179.6666666666667,0,203,0
1,204,1,1277.111111111111,1180.3333333333333,0,204,1189
1,205,1,396.0,1181.0,0,205,1172
1,206,1,517.125,1181.125,0,206,1133
1,207,1,373.38461538461536,1185.6153846153845,0,207,1184
1,208,1,1264.5,1186.392857142857,0,208,1196
1,209,1,1273.15,1187.2,0,209,1189
1,210,1,406.875,1187.875,0,210,1172
1,211,1,372.61538461538464,1189.3846153846155,0,211,1184
1,212,1,1515.0,1189.5,0,212,1177
1,213,1,1093.75,1195.6666666666667,0,213,1128
1,214,1,558.625,1197.5625,0,214,1158
1,215,1,1282.0,1200.2,0,215,1189
1,216,0,365.5,1201.0,0,216,0
1,217,0,647.875,1201.125,0,217,0
1,218,1,937.125,1200.875,0,218,1233
1,219,1,447.75,1201.75,0,219,1218
1,220,1,1366.3846153846155,1202.8461538461538,0,220,1208
1,221,0,1178.1666666666667,1205.0833333333333,0,221,0
1,222,1,798.6666666666666,1206.111111111111,0,222,1217
1,223,0,1191.0,1206.0,0,223,0
1,224,0,1231.5,1207.5,0,224,0
1,225,0,1281.0,1206.0,0,225,0
1,226,1,775.1111111111111,1207.4444444444443,0,226,1219
1,227,0,1170.1538461538462,1208.0,0,227,0
1,228,0,1176.5882352941176,1207.9117647058824,0,228,0
1,229,1,561.1111111111111,1208.3333333333333,0,229,1235
1,230,0,1275.125,1207.875,0,230,0
1,231,1,396.24,1209.32,0,231,1250
1,232,1,465.5,1209.5,0,232,1218
1,233,0,1166.5,1209.5,0,233,0
1,234,0,1238.5,1208.7142857142858,0,234,0
1,235,1,400.125,1210.125,0,235,1250
1,236,1,407.6666666666667,1209.888888888889,0,236,1173
1,237,1,1370.8181818181818,1210.4545454545455,0,237,1208
1,238,0,876.2857142857143,1211.5,0,238,0
1,239,1,941.05,1210.9,0,239,1233
1,240,1,1427.0,1210.8,0,240,1228
1,241,1,1191.3333333333333,1211.9166666666667,0,241,1251
1,242,1,399.27272727272725,1212.8181818181818,0,242,1250
1,243,0,1235.8823529411766,1213.0,0,243,0
1,244,0,1374.9166666666667,1213.4166666666667,0,244,0
1,245,1,949.1111111111111,1215.6666666666667,0,245,1248
1,246,0,1171.0,1215.0,0,246,0
1,247,1,1362.5,1215.5,0,247,1239
1,248,0,1375.2222222222222,1216.888888888889,0,248,0
1,249,1,950.5,1218.875,0,249,1248
1,250,0,1379.4666666666667,1218.6666666666667,0,250,0
1,251,1,1433.875,1218.875,0,251,1228
1,252,0,1213.125,1220.125,0,252,0
1,253,1,562.8888888888889,1221.6666666666667,0,253,1235
1,254,1,1208.2777777777778,1223.0,0,254,1251
1,255,1,1238.5,1221.8,0,255,1243
1,256,1,1480.0,1223.0,0,256,1225
1,257,1,558.5483870967741,1222.7096774193549,0,257,1282
1,258,1,515.9333333333333,1226.2666666666667,0,258,1246
1,259,0,1385.2307692307693,1226.2307692307693,0,259,0
1,260,1,568.3333333333334,1227.111111111111,0,260,1235
1,261,0,1159.642857142857,1227.5714285714287,0,261,0
1,262,1,1355.875,1227.125,0,262,1239
1,263,0,1324.111111111111,1227.6666666666667,0,263,0
1,264,1,619.4,1228.4,0,264,1236
1,265,1,756.6666666666666,1229.2666666666667,0,265,1273
1,266,1,561.0294117647059,1228.8235294117646,0,266,1282
1,267,0,1136.0,1230.0,0,267,0
1,268,1,1151.4,1229.8,0,268,1256
1,269,1,1158.875,1230.125,0,269,1256
1,270,0,1131.7,1231.4,0,270,0
1,271,0,741.875,1232.125,0,271,0
1,272,0,1378.8,1232.0,0,272,0
1,273,1,611.0,1233.0,0,273,1236
1,274,1,775.5,1234.0,0,274,1219
1,275,1,546.8888888888889,1235.3333333333333,0,275,1281
1,276,1,1288.6666666666667,1234.888888888889,0,276,1275
1,277,1,821.875,1236.125,0,277,1267
1,278,1,1103.8823529411766,1235.4117647058824,0,278,1270
1,279,1,1131.44,1236.32,0,279,1270
1,280,0,1207.5454545454545,1236.3636363636363,0,280,0
1,281,0,1273.0,1237.0,0,281,0
1,282,1,741.8823529411765,1237.4705882352941,0,282,1307
1,283,1,1118.0,1237.0,0,283,1270
1,284,0,1276.6153846153845,1237.3846153846155,0,284,0
1,285,1,442.375,1237.625,0,285,1268
1,286,1,577.1111111111111,1238.3333333333333,0,286,1323
1,287,0,793.7727272727273,1238.2272727272727,0,287,0
1,288,0,978.7777777777778,1237.4444444444443,0,288,0
1,289,1,1344.0833333333333,1238.25,0,289,1284
1,290,1,1104.0,1239.0,0,290,1270
1,291,1,1113.4444444444443,1239.888888888889,0,291,1270
1,292,1,441.9166666666667,1240.6666666666667,0,292,1268
1,293,1,1117.3636363636363,1241.3181818181818,0,293,1292
1,294,1,1126.4166666666667,1240.3333333333333,0,294,1270
1,295,1,719.5,1240.5,0,295,1287
1,296,0,1262.5,1242.2,0,296,0
1,297,1,1273.1904761904761,1241.142857142857,0,297,1301
1,298,1,1383.0,1242.0,0,298,1302
1,299,0,798.25,1242.9583333333333,0,299,0
1,300,1,574.8,1245.0,0,300,1282
1,301,1,1119.875,1244.5,0,301,1292
1,302,1,1274.2307692307693,1246.3076923076924,0,302,1301
1,303,0,622.0,1247.5,0,303,0
1,304,0,794.3333333333334,1246.6666666666667,0,304,0
1,305,0,800.2083333333334,1247.875,0,305,0
1,306,0,849.25,1246.625,0,306,0
1,307,1,1107.578947368421,1247.1052631578948,0,307,1292
1,308,1,1112.3,1246.0333333333333,0,308,1292
1,309,1,1268.7142857142858,1247.357142857143,0,309,1301
1,310,1,1230.5,1248.2857142857142,0,310,1303
1,311,1,1401.2307692307693,1248.3846153846155,0,311,1271
1,312,1,657.6153846153846,1249.6153846153845,0,312,1319
1,313,1,729.5,1249.8,0,313,1287
1,314,0,794.0,1250.5,0,314,0
1,315,1,1233.0,1251.2727272727273,0,315,1316
1,316,1,1268.5,1251.0,0,316,1301
1,317,1,1281.55,1250.75,0,317,1301
1,318,0,802.3076923076923,1252.5384615384614,0,318,0
1,319,1,1274.4666666666667,1251.8666666666666,0,319,1301
1,320,1,1400.6153846153845,1251.3846153846155,0,320,1332
1,321,1,1404.0,1252.0,0,321,1332
1,322,1,1236.0,1254.6410256410256,0,322,1316
1,323,1,1241.125,1253.875,0,323,1316
1,324,0,1254.6666666666667,1253.6,0,324,0
1,325,1,728.875,1254.125,0,325,1287
1,326,0,797.6363636363636,1253.4545454545455,0,326,0
1,327,1,1231.4444444444443,1254.2777777777778,0,327,1316
1,328,0,1251.25,1254.6666666666667,0,328,0
1,329,1,1287.9,1254.55,0,329,1321
1,330,1,562.8823529411765,1256.764705882353,0,330,1282
1,331,1,575.4444444444445,1256.2777777777778,0,331,1323
1,332,1,662.25,1256.5833333333333,0,332,1339
1,333,1,1033.1538461538462,1256.2307692307693,0,333,1285
1,334,1,1110.4,1256.3,0,334,1292
1,335,1,992.0,1257.2,0,335,1310
1,336,1,1228.4,1258.0,0,336,1316
1,337,1,1242.125,1256.875,0,337,1316
1,338,0,1320.0625,1256.375,0,338,0
1,339,1,824.5,1258.0,0,339,1308
1,340,1,989.0,1257.9166666666667,0,340,1310
1,341,0,1256.875,1257.125,0,341,0
1,342,1,463.0,1259.5,0,342,1314
1,343,1,754.5,1259.2,0,343,1307
1,344,0,1252.0,1258.842105263158,0,344,0
1,345,0,1313.6,1258.6,0,345,0
1,346,1,1384.5,1259.0,0,346,1328
1,347,1,1526.0,1259.5,0,347,1392
1,348,1,1245.9166666666667,1260.0,0,348,1316
1,349,1,1271.5,1260.0,0,349,1301
1,350,1,786.0,1260.3684210526317,0,350,1366
1,351,1,1242.5,1260.7142857142858,0,351,1316
1,352,0,1249.1818181818182,1261.1818181818182,0,352,0
1,353,1,1235.8260869565217,1261.0652173913043,0,353,1316
1,354,1,1375.483870967742,1262.5483870967741,0,354,1317
1,355,0,714.875,1262.875,0,355,0
1,356,0,754.1111111111111,1262.3333333333333,0,356,0
1,357,0,1270.4444444444443,1263.5555555555557,0,357,0
1,358,1,783.875,1263.875,0,358,1366
1,359,1,1136.875,1264.125,0,359,1294
1,360,1,1371.2,1264.0,0,360,1317
1,361,1,479.25,1266.3333333333333,0,361,1335
1,362,1,616.3,1265.7,0,362,1337
1,363,1,651.875,1265.875,0,363,1339
1,364,1,1378.388888888889,1265.8333333333333,0,364,1317
1,365,1,1408.7777777777778,1266.4444444444443,0,365,1338
1,366,1,605.8,1269.4,0,366,1375
1,367,1,672.5,1269.5625,0,367,1339
1,368,1,762.6363636363636,1269.090909090909,0,368,1340
1,369,1,784.0,1269.0,0,369,1366
1,370,1,809.125,1268.875,0,370,1343
1,371,1,666.1428571428571,1270.0714285714287,0,371,1339
1,372,1,493.4166666666667,1271.25,0,372,1335
1,373,1,504.1111111111111,1272.6666666666667,0,373,1341
1,374,1,644.875,1272.875,0,374,1347
1,375,1,1318.25,1272.0833333333333,0,375,1350
1,376,1,485.0,1274.0,0,376,1335
1,377,1,598.1111111111111,1274.3333333333333,0,377,1375
1,378,1,651.0909090909091,1274.3636363636363,0,378,1339
1,379,1,488.5,1274.7142857142858,0,379,1335
1,380,1,1322.08,1275.2,0,380,1350
1,381,1,1501.5,1276.0,0,381,1373
1,382,1,1057.5,1277.75,0,382,1354
1,383,1,856.75,1278.75,0,383,1334
1,384,1,1365.3636363636363,1279.5454545454545,0,384,1355
1,385,0,1441.2857142857142,1280.142857142857,0,385,0
1,386,1,915.4,1281.6,0,386,1357
1,387,0,1352.875,1281.25,0,387,0
1,388,1,1396.875,1280.875,0,388,1376
1,389,1,1506.090909090909,1280.6363636363637,0,389,1373
1,390,1,647.6153846153846,1281.6153846153845,0,390,1379
1,391,1,846.8148148148148,1280.7777777777778,0,391,1362
1,392,1,856.8,1282.5,0,392,1363
1,393,0,1372.5,1281.5,0,393,0
1,394,0,1367.5,1283.0,0,394,0
1,395,1,1509.8,1283.88,0,395,1388
1,396,1,841.3333333333334,1285.857142857143,0,396,1362
1,397,1,1254.2380952380952,1285.8095238095239,0,397,1358
1,398,1,891.0,1286.5,0,398,1386
1,399,0,1117.909090909091,1287.3636363636363,0,399,0
1,400,0,1157.857142857143,1288.5714285714287,0,400,0
1,401,0,791.2352941176471,1291.235294117647,0,401,0
1,402,0,1073.3333333333333,1290.75,0,402,0
1,403,0,1288.6666666666667,1294.5555555555557,0,403,0
1,404,1,855.8181818181819,1296.5454545454545,0,404,1417
1,405,1,897.3333333333334,1295.888888888889,0,405,1386
1,406,0,1320.6363636363637,1295.5454545454545,0,406,0
1,407,1,861.68,1296.88,0,407,1417
1,408,0,1281.3333333333333,1297.888888888889,0,408,0
1,409,0,804.875,1300.875,0,409,0
1,410,0,1263.8181818181818,1302.5454545454545,0,410,0
1,411,0,1377.6,1302.2,0,411,0
1,412,0,685.3,1302.7,0,412,0
1,413,1,847.8333333333334,1303.0416666666667,0,413,1417
1,414,1,1110.875,1304.125,0,414,1405
1,415,1,851.8888888888889,1304.3333333333333,0,415,1417
1,416,0,1091.111111111111,1304.6666666666667,0,416,0
1,417,1,943.125,1306.125,0,417,1438
1,418,0,1260.8181818181818,1305.1818181818182,0,418,0
1,419,1,449.15384615384613,1307.4615384615386,0,419,1449
1,420,0,1307.5,1307.5,0,420,0
1,421,0,1422.5,1308.0,0,421,0
1,422,0,1092.2,1311.0,0,422,0
1,423,1,846.2,1312.0,0,423,1417
1,424,1,851.0,1312.0714285714287,0,424,1437
1,425,0,1255.625,1312.375,0,425,0
1,426,0,1262.3333333333333,1312.4,0,426,0
1,427,1,1331.2222222222222,1312.111111111111,0,427,1429
1,428,0,823.0,1313.0,0,428,0
1,429,1,962.5,1314.3636363636363,0,429,1426
1,430,0,1320.5,1313.2,0,430,0
1,431,0,1273.6521739130435,1314.6521739130435,0,431,0
1,432,1,1457.0,1314.0,0,432,1466
1,433,1,613.0,1315.0,0,433,1454
1,434,1,1002.9166666666666,1315.6666666666667,0,434,1445
1,435,0,1136.6363636363637,1314.4545454545455,0,435,0
1,436,0,1258.5,1316.6875,0,436,0
1,437,1,701.25,1316.0,0,437,1456
1,438,1,1344.0,1316.3333333333333,0,438,1429
1,439,0,1267.4615384615386,1317.3846153846155,0,439,0
1,440,0,1271.4285714285713,1316.9285714285713,0,440,0
1,441,0,1329.857142857143,1317.0,0,441,0
1,442,1,507.6666666666667,1318.111111111111,0,442,1453
1,443,0,846.625,1318.375,0,443,0
1,444,1,1332.8,1318.2,0,444,1429
1,445,1,1347.0,1317.5,0,445,1429
1,446,1,1350.6923076923076,1318.0,0,446,1429
1,447,1,1460.4705882352941,1318.1764705882354,0,447,1466
1,448,1,959.5333333333333,1319.6666666666667,0,448,1438
1,449,0,967.0833333333334,1318.4166666666667,0,449,0
1,450,0,969.875,1319.125,0,450,0
1,451,0,973.5,1319.7142857142858,0,451,0
1,452,0,977.8823529411765,1319.7058823529412,0,452,0
1,453,1,982.9,1319.4666666666667,0,453,1439
1,454,0,1425.4117647058824,1320.8823529411766,0,454,0
1,455,1,1463.5,1319.6666666666667,0,455,1466
1,456,1,510.15384615384613,1321.4615384615386,0,456,1453
1,457,0,843.9,1321.3,0,457,0
1,458,0,963.0769230769231,1320.3846153846155,0,458,0
1,459,0,1264.65,1322.15,0,459,0
1,460,1,741.0,1323.090909090909,0,460,1446
1,461,0,964.5,1323.0,0,461,0
1,462,0,920.2,1324.5,0,462,0
1,463,1,889.0,1324.8,0,463,1490
1,464,0,960.0,1325.0,0,464,0
1,465,1,892.0,1326.5,0,465,1490
1,466,1,954.8125,1326.25,0,466,1438
1,467,0,1134.875,1326.125,0,467,0
1,468,0,1325.3684210526317,1324.2631578947369,0,468,0
1,469,1,1378.090909090909,1326.7272727272727,0,469,1462
1,470,0,1283.2,1328.65,0,470,0
1,471,1,884.8,1330.0,0,471,1490
1,472,0,1273.3333333333333,1330.111111111111,0,472,0
1,473,1,718.8,1331.0,0,473,1459
1,474,0,904.1538461538462,1331.4615384615386,0,474,0
1,475,1,1335.0,1332.0,0,475,1476
1,476,0,1006.9285714285714,1332.857142857143,0,476,0
1,477,1,377.77777777777777,1335.3333333333333,0,477,1486
1,478,1,387.94117647058823,1334.5882352941176,0,478,1486
1,479,0,1422.0,1335.0666666666666,0,479,0
1,480,1,405.02702702702703,1336.7297297297298,0,480,1471
1,481,0,866.125,1336.875,0,481,0
1,482,1,897.625,1336.75,0,482,1490
1,483,0,1356.8148148148148,1336.851851851852,0,483,0
1,484,1,532.3846153846154,1338.6153846153845,0,484,1458
1,485,0,1271.9375,1339.5625,0,485,0
1,486,1,1409.4615384615386,1338.9615384615386,0,486,1479
1,487,1,1417.125,1339.125,0,487,1479
1,488,1,879.3636363636364,1340.090909090909,0,488,1490
1,489,0,1279.875,1339.875,0,489,0
1,490,0,1300.235294117647,1339.2941176470588,0,490,0
1,491,0,1308.5454545454545,1340.3636363636363,0,491,0
1,492,0,1353.3846153846155,1340.6153846153845,0,492,0
1,493,1,1405.0,1340.5,0,493,1479
1,494,1,1413.0714285714287,1339.857142857143,0,494,1479
1,495,0,1285.5,1341.25,0,495,0
1,496,1,538.5,1341.5,0,496,1458
1,497,0,1274.0,1342.0,0,497,0
1,498,1,1296.2857142857142,1342.5,0,498,1515
1,499,1,1443.875,1343.375,0,499,1466
1,500,1,1304.7,1343.3,0,500,1515
1,501,0,1342.125,1343.125,0,501,0
1,502,1,1398.875,1343.875,0,502,1479
1,503,1,1409.875,1344.125,0,503,1479
1,504,1,1366.875,1345.125,0,504,1503
1,505,1,968.0454545454545,1346.409090909091,0,505,1513
1,506,0,1345.2222222222222,1345.6666666666667,0,506,0
1,507,1,451.5,1347.0,0,507,1480
1,508,0,1144.0,1347.0,0,508,0
1,509,1,1294.4166666666667,1346.5833333333333,0,509,1515
1,510,1,624.4615384615385,1347.8461538461538,0,510,1514
1,511,0,936.5,1348.0,0,511,0
1,512,1,1421.375,1348.9375,0,512,1536
1,513,1,622.25,1350.25,0,513,1514
1,514,0,925.0,1350.0,0,514,0
1,515,1,1209.2,1350.5,0,515,1493
1,516,1,1314.9375,1350.3125,0,516,1515
1,517,0,1438.842105263158,1349.7894736842106,0,517,0
1,518,0,882.0,1351.0,0,518,0
1,519,0,1435.3333333333333,1351.2222222222222,0,519,0
1,520,1,1310.8,1352.0,0,520,1515
1,521,0,1404.125,1351.875,0,521,0
1,522,1,1416.8181818181818,1351.6363636363637,0,522,1546
1,523,0,1442.0,1352.1538461538462,0,523,0
1,524,1,1406.9,1351.8,0,524,1546
1,525,1,1314.125,1354.2916666666667,0,525,1515
1,526,0,1356.357142857143,1354.7857142857142,0,526,0
1,527,1,1429.090909090909,1354.8181818181818,0,527,1536
1,528,1,1447.9555555555555,1352.6444444444444,0,528,1466
1,529,1,639.5652173913044,1354.2608695652175,0,529,1501
1,530,0,1360.6,1356.0,0,530,0
1,531,1,1415.0,1355.0,0,531,1546
1,532,0,1441.875,1355.25,0,532,0
1,533,1,625.3529411764706,1356.5882352941176,0,533,1514
1,534,0,1231.0,1355.5,0,534,0
1,535,1,1293.9,1356.7,0,535,1535
1,536,1,1309.0,1358.5,0,536,1515
