ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_TUJWithinDAPI
1,273,1835.2571428571428,917.4857142857143,0,273,4489
1,274,2022.875,918.125,0,274,4490
1,275,1864.125,919.125,0,275,4499
1,276,1887.5652173913043,920.3913043478261,0,276,4511
1,277,1852.578947368421,923.9473684210526,0,277,4568
1,278,2383.8888888888887,924.8888888888889,0,278,4575
1,279,1843.5740740740741,927.0,0,279,4584
1,280,1881.7692307692307,928.3846153846154,0,280,4604
1,281,2391.7894736842104,928.1052631578947,0,281,4609
1,282,2442.32,929.44,0,282,4619
1,283,2446.935483870968,928.6774193548387,0,283,4620
1,284,1864.8125,930.375,0,284,4628
1,285,1824.7,932.05,0,285,4647
1,286,1876.7058823529412,932.1764705882352,0,286,4648
1,287,1812.7368421052631,933.3157894736842,0,287,4657
1,288,1832.7142857142858,933.5,0,288,4658
1,289,2117.3333333333335,933.0833333333334,0,289,4661
1,290,2250.0384615384614,933.3076923076923,0,290,4663
1,291,2290.8333333333335,933.1666666666666,0,291,4665
1,292,1837.837837837838,933.5405405405405,0,292,4672
1,293,2461.375,934.4583333333334,0,293,4676
1,294,1842.5555555555557,935.8333333333334,0,294,4686
1,295,2045.0,936.0,0,295,4687
1,296,2246.2,934.7,0,296,4689
1,297,1818.6829268292684,937.4146341463414,0,297,4697
1,298,1825.9375,937.25,0,298,4698
1,299,1813.5555555555557,937.2222222222222,0,299,4712
1,300,1833.2857142857142,937.5,0,300,4713
1,301,1844.25,938.25,0,301,4714
1,302,1853.4,937.6,0,302,4715
1,303,1884.8,938.56,0,303,4716
1,304,1889.4347826086957,937.7391304347826,0,304,4717
1,305,2110.6363636363635,938.0909090909091,0,305,4720
1,306,2279.7241379310344,938.3793103448276,0,306,4722
1,307,1875.1739130434783,939.2391304347826,0,307,4744
1,308,2442.3333333333335,940.1025641025641,0,308,4753
1,309,3360.2380952380954,941.8571428571429,0,309,4756
1,310,1838.842105263158,941.1578947368421,0,310,4757
1,311,1847.5,941.5,0,311,4758
1,312,1857.0,941.0,0,312,4759
1,313,2417.8823529411766,941.1764705882352,0,313,4763
1,314,2279.1935483870966,943.6129032258065,0,314,4768
1,315,1876.875,944.75,0,315,4781
1,316,2416.705882352941,946.2647058823529,0,316,4787
1,317,2437.3846153846152,944.6153846153846,0,317,4788
1,318,1847.5,946.0,0,318,4790
1,319,1852.5,945.0,0,319,4791
1,320,2440.730769230769,947.5384615384615,0,320,4811
1,321,1503.6666666666667,948.25,0,321,4813
1,322,1819.9,949.1333333333333,0,322,4814
1,323,2426.8545454545456,947.7545454545455,0,323,4820
1,324,2434.464285714286,947.4642857142857,0,324,4821
1,325,3362.18,948.54,0,325,4837
1,326,1986.125,949.875,0,326,4839
1,327,2085.5,951.5,0,327,4849
1,328,2445.2753623188405,950.8260869565217,0,328,4865
1,329,2421.84,953.12,0,329,4875
1,330,2229.0454545454545,955.5454545454545,0,330,4889
1,331,1888.8695652173913,956.2173913043479,0,331,4893
1,332,2423.4117647058824,957.4117647058823,0,332,4912
1,333,2427.9375,957.3125,0,333,4913
1,334,2070.3,957.95,0,334,4920
1,335,2444.3333333333335,957.8333333333334,0,335,4924
1,336,2440.0526315789475,960.3684210526316,0,336,4946
1,337,2443.4166666666665,963.6666666666666,0,337,4969
1,338,2431.4117647058824,963.1176470588235,0,338,4981
1,339,2247.1222222222223,966.8444444444444,0,339,4993
1,340,2224.764705882353,967.0588235294117,0,340,5002
1,341,2221.25,967.6666666666666,0,341,5012
1,342,2423.222222222222,970.5,0,342,5030
1,343,2125.0,971.2857142857143,0,343,5034
1,344,2430.689655172414,971.0,0,344,5039
1,345,1597.0,972.5,0,345,5043
1,346,2228.529411764706,972.3529411764706,0,346,5046
1,347,2353.560975609756,972.4634146341464,0,347,5049
1,348,2220.0714285714284,972.1428571428571,0,348,5055
1,349,2359.7727272727275,973.1363636363636,0,349,5058
1,350,1612.5,974.0,0,350,5060
1,351,2231.8,974.1,0,351,5062
1,352,2236.294117647059,974.0,0,352,5063
1,353,2129.5,975.5,0,353,5070
1,354,2244.391304347826,976.4782608695652,0,354,5077
1,355,2424.4074074074074,975.4814814814815,0,355,5079
1,356,2217.0,978.5,0,356,5091
1,357,2223.2380952380954,978.1428571428571,0,357,5092
1,358,2228.75,976.95,0,358,5093
1,359,2427.348484848485,981.3333333333334,0,359,5094
1,360,2089.8333333333335,979.0,0,360,5102
1,361,2231.125,979.375,0,361,5105
1,362,2234.5,978.125,0,362,5106
1,363,2089.230769230769,982.8461538461538,0,363,5133
1,364,2215.133333333333,983.4,0,364,5134
1,365,2085.375,986.25,0,365,5158
1,366,2251.0833333333335,984.8333333333334,0,366,5161
1,367,2096.2432432432433,986.5405405405405,0,367,5172
1,368,2214.1875,987.375,0,368,5173
1,369,2221.8888888888887,986.2777777777778,0,369,5174
1,370,2251.75,988.375,0,370,5188
1,371,2118.3,989.7,0,371,5196
1,372,2091.0,991.3076923076923,0,372,5209
1,373,2094.9565217391305,991.304347826087,0,373,5210
1,374,2123.688888888889,992.1777777777778,0,374,5211
1,375,2088.090909090909,992.3636363636364,0,375,5223
1,376,2247.9310344827586,992.9655172413793,0,376,5231
1,377,2094.4285714285716,994.7857142857143,0,377,5234
1,378,2252.695652173913,995.2608695652174,0,378,5246
1,379,2085.8,995.65,0,379,5258
1,380,2091.3076923076924,995.6923076923077,0,380,5259
1,381,2083.62,1000.42,0,381,5299
1,382,2138.6666666666665,1000.1111111111111,0,382,5300
1,383,2281.176470588235,1001.1176470588235,0,383,5309
1,384,2260.5,1002.0,0,384,5316
1,385,2277.8888888888887,1002.5555555555555,0,385,5317
1,386,2143.3478260869565,1003.5652173913044,0,386,5335
1,387,2252.2,1005.05,0,387,5336
1,388,2139.842105263158,1005.578947368421,0,388,5346
1,389,2248.3636363636365,1005.6363636363636,0,389,5347
1,390,2261.25,1007.2916666666666,0,390,5356
1,391,2142.3333333333335,1008.5238095238095,0,391,5364
1,392,2262.875,1011.875,0,392,5385
1,393,2191.8888888888887,1013.7777777777778,0,393,5394
1,394,2351.2631578947367,1015.6315789473684,0,394,5418
1,395,2188.590909090909,1015.7272727272727,0,395,5426
1,396,2279.1,1018.1,0,396,5437
1,397,2347.423076923077,1017.5769230769231,0,397,5438
1,398,2189.181818181818,1019.7272727272727,0,398,5446
1,399,2301.777777777778,1020.3888888888889,0,399,5455
1,400,2378.133333333333,1020.3,0,400,5456
1,401,2266.090909090909,1021.6363636363636,0,401,5462
1,402,2269.8333333333335,1021.3333333333334,0,402,5463
1,403,2233.7894736842104,1021.9473684210526,0,403,5469
1,404,2381.521739130435,1023.0434782608696,0,404,5477
1,405,2298.3125,1021.90625,0,405,5484
1,406,2429.59375,1024.71875,0,406,5487
1,407,2480.529411764706,1023.4823529411765,0,407,5490
1,408,2250.0,1025.6521739130435,0,408,5495
1,409,2260.1206896551726,1027.6896551724137,0,409,5496
1,410,2434.190476190476,1024.8095238095239,0,410,5501
1,411,2266.6428571428573,1026.642857142857,0,411,5507
1,412,2098.125,1028.125,0,412,5513
1,413,2275.92,1028.6,0,413,5516
1,414,2298.230769230769,1027.7692307692307,0,414,5517
1,415,2380.2631578947367,1027.6842105263158,0,415,5519
1,416,2083.6,1029.4,0,416,5521
1,417,2301.0,1029.625,0,417,5525
1,418,2482.2727272727275,1030.2727272727273,0,418,5540
1,419,2651.8571428571427,1030.2857142857142,0,419,5542
1,420,2476.0,1030.7391304347825,0,420,5546
1,421,2273.0,1031.857142857143,0,421,5549
1,422,2304.2162162162163,1032.2162162162163,0,422,5550
1,423,2239.842105263158,1031.842105263158,0,423,5553
1,424,2176.4117647058824,1034.235294117647,0,424,5562
1,425,2298.809523809524,1033.6666666666667,0,425,5565
1,426,2647.7741935483873,1035.0967741935483,0,426,5570
1,427,2013.611111111111,1035.3333333333333,0,427,5571
1,428,2094.6666666666665,1035.4074074074074,0,428,5572
1,429,2290.7,1034.4,0,429,5576
1,430,2271.36,1037.72,0,430,5584
1,431,2306.1428571428573,1036.0357142857142,0,431,5586
1,432,2400.4716981132074,1036.5283018867924,0,432,5587
1,433,2160.25,1037.75,0,433,5591
1,434,2243.2,1037.3,0,434,5592
1,435,2100.8,1039.6,0,435,5603
1,436,2082.478260869565,1039.8695652173913,0,436,5615
1,437,2115.0,1040.0,0,437,5616
1,438,2321.3,1040.3,0,438,5621
1,439,2157.6666666666665,1040.6666666666667,0,439,5627
1,440,2302.818181818182,1040.8181818181818,0,440,5628
1,441,2387.7833333333333,1041.0166666666667,0,441,5629
1,442,2394.2258064516127,1039.967741935484,0,442,5630
1,443,2087.0,1041.8846153846155,0,443,5635
1,444,2111.5833333333335,1043.25,0,444,5641
1,445,2122.6190476190477,1042.6666666666667,0,445,5642
1,446,2368.6315789473683,1044.3947368421052,0,446,5646
1,447,2147.5454545454545,1045.6363636363637,0,447,5657
1,448,2222.487804878049,1045.7317073170732,0,448,5658
1,449,2382.689655172414,1044.9655172413793,0,449,5661
1,450,2408.340909090909,1047.2727272727273,0,450,5662
1,451,2494.794117647059,1046.235294117647,0,451,5665
1,452,2398.4137931034484,1045.448275862069,0,452,5671
1,453,2229.5,1046.5,0,453,5674
1,454,2393.551724137931,1047.0172413793102,0,454,5676
1,455,2185.181818181818,1047.4545454545455,0,455,5682
1,456,2464.823529411765,1048.1176470588234,0,456,5685
1,457,2216.076923076923,1048.7692307692307,0,457,5690
1,458,2230.125,1048.875,0,458,5691
1,459,2353.7391304347825,1050.4782608695652,0,459,5704
1,460,2456.9166666666665,1049.6666666666667,0,460,5707
1,461,2117.4,1052.4,0,461,5711
1,462,2366.875,1051.125,0,462,5716
1,463,2443.181818181818,1052.5454545454545,0,463,5717
1,464,2359.5714285714284,1054.0714285714287,0,464,5724
1,465,2492.766666666667,1053.4333333333334,0,465,5727
1,466,2436.71875,1054.96875,0,466,5740
1,467,2197.0,1056.6666666666667,0,467,5747
1,468,2206.9166666666665,1055.1666666666667,0,468,5748
1,469,2440.7,1056.6,0,469,5760
1,470,2463.3888888888887,1054.611111111111,0,470,5762
1,471,2098.6428571428573,1057.7142857142858,0,471,5769
1,472,2375.9523809523807,1057.857142857143,0,472,5771
1,473,2101.923076923077,1058.7692307692307,0,473,5776
1,474,2363.3846153846152,1059.6153846153845,0,474,5788
1,475,2444.060606060606,1058.7272727272727,0,475,5791
1,476,2450.0975609756097,1059.341463414634,0,476,5792
1,477,2487.9736842105262,1062.0526315789473,0,477,5799
1,478,2369.8,1063.1666666666667,0,478,5813
1,479,2206.5333333333333,1063.3333333333333,0,479,5821
1,480,2362.4,1063.5333333333333,0,480,5826
1,481,2374.4545454545455,1063.0,0,481,5827
1,482,2396.5555555555557,1064.6666666666667,0,482,5836
1,483,2596.375,1066.0416666666667,0,483,5844
1,484,2320.782608695652,1066.5217391304348,0,484,5846
1,485,2466.1136363636365,1066.340909090909,0,485,5856
1,486,2361.4,1067.6,0,486,5859
1,487,2653.5833333333335,1067.3333333333333,0,487,5865
1,488,2350.1132075471696,1070.3396226415093,0,488,5872
1,489,2366.440476190476,1070.5595238095239,0,489,5878
1,490,2597.5,1070.875,0,490,5892
1,491,2209.5882352941176,1072.5882352941176,0,491,5902
1,492,2445.8846153846152,1072.3461538461538,0,492,5907
1,493,2494.625,1072.5416666666667,0,493,5909
1,494,2518.846153846154,1073.6923076923076,0,494,5917
1,495,2572.866666666667,1073.5333333333333,0,495,5919
1,496,2491.0588235294117,1074.9411764705883,0,496,5925
1,497,2209.25,1076.25,0,497,5929
1,498,2473.7816091954023,1075.2988505747126,0,498,5934
1,499,2559.7083333333335,1074.9583333333333,0,499,5937
1,500,2575.125,1076.875,0,500,5939
1,501,2156.2,1078.36,0,501,5940
1,502,2368.4761904761904,1077.6190476190477,0,502,5948
1,503,2610.6,1076.7,0,503,5951
1,504,2353.409090909091,1077.7272727272727,0,504,5953
1,505,2450.516666666667,1079.3583333333333,0,505,5956
1,506,2462.375,1078.1875,0,506,5957
1,507,2494.6111111111113,1079.2037037037037,0,507,5958
1,508,1751.125,1079.125,0,508,5962
1,509,2136.4285714285716,1080.047619047619,0,509,5963
1,510,2215.181818181818,1078.5454545454545,0,510,5964
1,511,2561.04,1079.2,0,511,5969
1,512,2567.8275862068967,1079.0344827586207,0,512,5970
1,513,2505.4285714285716,1081.7714285714285,0,513,5978
1,514,2487.0,1080.862745098039,0,514,5982
1,515,2586.245283018868,1081.0943396226414,0,515,5984
1,516,2146.9333333333334,1082.2666666666667,0,516,5985
1,517,2357.2,1081.4,0,517,5990
1,518,2455.3809523809523,1082.5238095238096,0,518,5992
1,519,2563.875,1082.3125,0,519,5993
1,520,2225.9074074074074,1083.4444444444443,0,520,5994
1,521,2345.5,1083.5,0,521,5996
1,522,2472.6938775510203,1083.6122448979593,0,522,5997
1,523,2493.346153846154,1083.8846153846155,0,523,5998
1,524,2555.626865671642,1083.8208955223881,0,524,6000
1,525,2182.1111111111113,1083.7777777777778,0,525,6002
1,526,2427.25,1083.625,0,526,6005
1,527,2501.0,1083.9473684210527,0,527,6006
1,528,2351.0,1086.5,0,528,6013
1,529,2438.5238095238096,1086.047619047619,0,529,6015
1,530,2446.5789473684213,1086.9473684210527,0,530,6016
1,531,2506.9444444444443,1086.7777777777778,0,531,6022
1,532,2417.15625,1087.5,0,532,6024
1,533,2488.6315789473683,1088.342105263158,0,533,6025
1,534,2346.2083333333335,1088.5416666666667,0,534,6031
1,535,2356.608695652174,1089.6521739130435,0,535,6037
1,536,2363.09375,1089.46875,0,536,6038
1,537,2375.769230769231,1089.923076923077,0,537,6039
