ImageNumber,ObjectNumber,Children_TUJWithinDAPI_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Nuclei
1,367,0,853.5,69.625,0,367,0
1,368,0,517.3428571428572,70.97142857142858,0,368,0
1,369,0,549.0454545454545,70.9090909090909,0,369,0
1,370,0,584.0,70.0,0,370,0
1,371,0,776.1111111111111,70.11111111111111,0,371,0
1,372,0,821.875,69.875,0,372,0
1,373,0,825.75,69.25,0,373,0
1,374,0,834.1052631578947,70.94736842105263,0,374,0
1,375,0,867.0769230769231,69.76923076923077,0,375,0
1,376,0,894.1538461538462,70.46153846153847,0,376,0
1,377,0,899.05,69.45,0,377,0
1,378,0,501.5625,71.4375,0,378,0
1,379,0,554.7857142857143,71.64285714285714,0,379,0
1,380,0,603.2,69.3,0,380,0
1,381,0,615.6153846153846,70.46153846153847,0,381,0
1,382,0,818.6666666666666,70.91666666666667,0,382,0
1,383,0,877.75,68.64285714285714,0,383,0
1,384,0,487.0625,72.4375,0,384,0
1,385,0,509.0,72.5,0,385,0
1,386,0,535.0,72.5,0,386,0
1,387,0,541.875,72.125,0,387,0
1,388,0,859.6428571428571,71.71428571428571,0,388,0
1,389,0,865.0,72.22222222222223,0,389,0
1,390,0,495.875,73.3125,0,390,0
1,391,0,525.4666666666667,73.33333333333333,0,391,0
1,392,0,764.3333333333334,72.33333333333333,0,392,0
1,393,0,830.4615384615385,72.6923076923077,0,393,0
1,394,0,851.8,73.3,0,394,0
1,395,0,939.5,71.85714285714286,0,395,0
1,396,0,455.1,73.5,0,396,0
1,397,0,483.09090909090907,74.36363636363636,0,397,0
1,398,0,499.7857142857143,74.42857142857143,0,398,0
1,399,0,520.75,75.5,0,399,0
1,400,0,793.5,74.8,0,400,0
1,401,0,847.7272727272727,73.13636363636364,0,401,0
1,402,0,898.7777777777778,74.11111111111111,0,402,0
1,403,0,465.2857142857143,74.5,0,403,0
1,404,0,492.06666666666666,75.26666666666667,0,404,0
1,405,0,556.4117647058823,75.05882352941177,0,405,0
1,406,0,577.0,74.22222222222223,0,406,0
1,407,0,683.8,74.5,0,407,0
1,408,0,840.2727272727273,75.36363636363636,0,408,0
1,409,0,409.6666666666667,75.25,0,409,0
1,410,0,537.8888888888889,75.44444444444444,0,410,0
1,411,0,552.3333333333334,75.5,0,411,0
1,412,0,592.8888888888889,75.66666666666667,0,412,0
1,413,0,837.3125,75.0625,0,413,0
1,414,0,905.5,75.8,0,414,0
1,415,0,545.5,77.8,0,415,0
1,416,0,548.9375,76.8125,0,416,0
1,417,0,821.3888888888889,80.11111111111111,0,417,0
1,418,0,901.0,77.3076923076923,0,418,0
1,419,0,937.9090909090909,77.18181818181819,0,419,0
1,420,0,454.07142857142856,78.14285714285714,0,420,0
1,421,0,562.875,77.875,0,421,0
1,422,0,830.9090909090909,78.63636363636364,0,422,0
1,423,0,1681.0,78.0,0,423,0
1,424,0,402.22222222222223,78.77777777777777,0,424,0
1,425,0,421.5,79.5,0,425,0
1,426,0,435.6363636363636,78.72727272727273,0,426,0
1,427,0,514.25,79.0,0,427,0
1,428,0,798.875,78.75,0,428,0
1,429,0,838.8333333333334,78.91666666666667,0,429,0
1,430,0,389.2,80.65,0,430,0
1,431,0,441.6,80.13333333333334,0,431,0
1,432,0,460.29411764705884,80.17647058823529,0,432,0
1,433,0,484.1,80.05,0,433,0
1,434,0,487.15384615384613,80.6923076923077,0,434,0
1,435,0,498.94444444444446,79.27777777777777,0,435,0
1,436,0,505.46153846153845,80.46153846153847,0,436,0
1,437,0,525.1666666666666,79.75,0,437,0
1,438,0,847.8888888888889,79.77777777777777,0,438,0
1,439,0,850.875,79.875,0,439,0
1,440,0,875.1875,79.5,0,440,0
1,441,0,362.25,81.0,0,441,0
1,442,0,384.3333333333333,81.0,0,442,0
1,443,0,445.25,80.375,0,443,0
1,444,0,495.2,81.5,0,444,0
1,445,0,514.5454545454545,81.36363636363636,0,445,0
1,446,0,519.5666666666667,81.86666666666666,0,446,0
1,447,0,560.8461538461538,80.23076923076923,0,447,0
1,448,0,826.7857142857143,81.28571428571429,0,448,0
1,449,0,867.8,80.9,0,449,0
1,450,0,891.7272727272727,80.0909090909091,0,450,0
1,451,0,902.725,81.3,0,451,0
1,452,0,909.0,81.0,0,452,0
1,453,0,414.2352941176471,81.52941176470588,0,453,0
1,454,0,478.35714285714283,81.92857142857143,0,454,0
1,455,0,536.4761904761905,80.85714285714286,0,455,0
1,456,0,541.3913043478261,82.6086956521739,0,456,0
1,457,0,567.125,82.125,0,457,0
1,458,0,578.0,82.33333333333333,0,458,0
1,459,0,722.6,81.4,0,459,0
1,460,0,815.0,82.21428571428571,0,460,0
1,461,0,855.6363636363636,82.0909090909091,0,461,0
1,462,0,372.125,84.08333333333333,0,462,0
1,463,0,469.9,81.8,0,463,0
1,464,0,474.3,82.4,0,464,0
1,465,0,510.1818181818182,83.0909090909091,0,465,0
1,466,0,556.8333333333334,82.33333333333333,0,466,0
1,467,0,774.2857142857143,85.07142857142857,0,467,0
1,468,0,793.2,82.5,0,468,0
1,469,0,838.7692307692307,82.61538461538461,0,469,0
1,470,0,436.625,82.75,0,470,0
1,471,0,450.1666666666667,83.25,0,471,0
1,472,0,714.3,83.1,0,472,0
1,473,0,768.0,84.22727272727273,0,473,0
1,474,0,841.7777777777778,83.66666666666667,0,474,0
1,475,0,380.6,84.7,0,475,0
1,476,0,432.4,85.53333333333333,0,476,0
1,477,0,483.61538461538464,84.3076923076923,0,477,0
1,478,0,491.3636363636364,85.06060606060606,0,478,0
1,479,0,497.05555555555554,86.05555555555556,0,479,0
1,480,0,516.12,84.48,0,480,0
1,481,0,525.1333333333333,84.93333333333334,0,481,0
1,482,0,577.2857142857143,85.5,0,482,0
1,483,0,599.1818181818181,86.27272727272727,0,483,0
1,484,0,456.0,85.9,0,484,0
1,485,0,503.51724137931035,86.17241379310344,0,485,0
1,486,0,507.35714285714283,86.71428571428571,0,486,0
1,487,0,549.2307692307693,86.76923076923077,0,487,0
1,488,0,650.625,86.25,0,488,0
1,489,0,686.6666666666666,85.88888888888889,0,489,0
1,490,0,813.2222222222222,86.0,0,490,0
1,491,0,884.5,86.0,0,491,0
1,492,0,393.875,86.75,0,492,0
1,493,0,436.0,87.0,0,493,0
1,494,0,446.08,86.76,0,494,0
1,495,0,449.375,87.375,0,495,0
1,496,0,452.3,86.2,0,496,0
1,497,0,483.5,88.83333333333333,0,497,0
1,498,0,511.625,87.5,0,498,0
1,499,0,532.1914893617021,90.87234042553192,0,499,0
1,500,0,569.58,88.06,0,500,0
1,501,0,622.2307692307693,89.15384615384616,0,501,0
1,502,0,825.8571428571429,87.64285714285714,0,502,0
1,503,0,855.695652173913,91.91304347826087,0,503,0
1,504,0,863.375,88.5,0,504,0
1,505,0,928.0909090909091,88.63636363636364,0,505,0
1,506,0,575.25,89.33333333333333,0,506,0
1,507,0,427.8,90.1,0,507,0
1,508,0,443.44444444444446,89.66666666666667,0,508,0
1,509,0,514.92,90.48,0,509,0
1,510,0,770.7894736842105,90.0,0,510,0
1,511,0,843.75,91.125,0,511,0
1,512,0,417.25,90.5,0,512,0
1,513,0,475.2857142857143,91.64285714285714,0,513,0
1,514,0,486.6,89.34285714285714,0,514,0
1,515,0,503.0869565217391,91.30434782608695,0,515,0
1,516,0,509.1764705882353,90.70588235294117,0,516,0
1,517,0,560.625,91.75,0,517,0
1,518,0,589.7407407407408,90.22222222222223,0,518,0
1,519,0,831.1818181818181,91.0,0,519,0
1,520,0,883.0588235294117,91.0,0,520,0
1,521,0,480.09090909090907,92.45454545454545,0,521,0
1,522,0,551.9285714285714,92.75,0,522,0
1,523,0,717.2352941176471,91.82352941176471,0,523,0
1,524,0,792.3636363636364,92.45454545454545,0,524,0
1,525,0,885.7333333333333,92.93333333333334,0,525,0
1,526,0,923.5,92.5,0,526,0
1,527,0,425.0,92.8,0,527,0
1,528,0,524.6428571428571,90.67857142857143,0,528,0
1,529,0,571.0454545454545,91.95454545454545,0,529,0
1,530,0,574.6363636363636,93.27272727272727,0,530,0
1,531,0,598.7,92.4,0,531,0
1,532,0,602.5555555555555,92.66666666666667,0,532,0
1,533,0,660.625,93.25,0,533,0
1,534,0,757.5,92.5,0,534,0
1,535,0,850.5,93.0,0,535,0
1,536,0,909.6363636363636,95.04545454545455,0,536,0
1,537,0,493.6111111111111,92.65277777777777,0,537,0
1,538,0,512.2,94.5,0,538,0
1,539,0,537.2,93.2,0,539,0
1,540,0,544.4,92.56363636363636,0,540,0
1,541,0,586.3571428571429,93.71428571428571,0,541,0
1,542,0,761.0,94.0,0,542,0
1,543,0,778.9375,94.5,0,543,0
1,544,0,816.6470588235294,94.3529411764706,0,544,0
1,545,0,895.5454545454545,94.18181818181819,0,545,0
1,546,0,929.3333333333334,95.91666666666667,0,546,0
1,547,0,521.7272727272727,94.63636363636364,0,547,0
1,548,0,565.2307692307693,95.0,0,548,0
1,549,0,606.3333333333334,95.8,0,549,0
1,550,0,611.1428571428571,95.07142857142857,0,550,0
1,551,0,616.9285714285714,94.85714285714286,0,551,0
1,552,0,660.5714285714286,96.75,0,552,0
1,553,0,837.8888888888889,95.22222222222223,0,553,0
1,554,0,846.5,94.0,0,554,0
1,555,0,851.75,94.75,0,555,0
1,556,0,483.61538461538464,94.92307692307692,0,556,0
1,557,0,506.875,95.875,0,557,0
1,558,0,519.5,96.125,0,558,0
1,559,0,524.8947368421053,96.63157894736842,0,559,0
1,560,0,559.1538461538462,95.61538461538461,0,560,0
1,561,0,582.25,95.66666666666667,0,561,0
