ImageNumber,ObjectNumber,Children_RNA_Green_Count,Children_RNA_Red_Count,Children_RNA_TUJ_Count,Classify_colocalized,Classify_colocalized,Classify_not_colocalized,Classify_not_colocalized,Location_Center_X,Location_Center_Y,Location_Center_Z,Mean_RNA_Green_Location_Center_X,Mean_RNA_Green_Location_Center_Y,Mean_RNA_Green_Location_Center_Z,Mean_RNA_Green_Number_Object_Number,Mean_RNA_Red_Location_Center_X,Mean_RNA_Red_Location_Center_Y,Mean_RNA_Red_Location_Center_Z,Mean_RNA_Red_Number_Object_Number,Mean_RNA_TUJ_Location_Center_X,Mean_RNA_TUJ_Location_Center_Y,Mean_RNA_TUJ_Location_Center_Z,Mean_RNA_TUJ_Number_Object_Number,Number_Object_Number
1,60,0,2,0,0,0,1,1,2838.48023715415,449.3359683794466,0,nan,nan,nan,nan,2827.0170454545455,448.6193181818182,0.0,168.5,nan,nan,nan,nan,60
1,61,0,0,4,0,0,1,1,2679.1328125,450.7421875,0,nan,nan,nan,nan,nan,nan,nan,nan,2677.403519462753,448.21327467562077,0.0,11108.25,61
1,62,0,5,9,0,0,1,1,2703.2774108322324,449.80449141347424,0,nan,nan,nan,nan,2717.614135338346,444.87407268170426,0.0,150.0,2706.9260208874525,447.213737413662,0.0,11046.333333333334,62
1,63,0,0,7,0,0,1,1,2465.3575,455.1675,0,nan,nan,nan,nan,nan,nan,nan,nan,2466.387203972498,456.6128978864273,0.0,11417.142857142857,63
1,64,1,0,4,1,1,0,0,2514.3422680412373,451.379381443299,0,2522.1111111111113,446.05555555555554,0.0,11.0,nan,nan,nan,nan,2508.879321265119,453.9874490914787,0.0,11313.5,64
1,65,0,0,5,0,0,1,1,2535.9690721649486,450.2113402061856,0,nan,nan,nan,nan,nan,nan,nan,nan,2537.643131868132,452.1806043956044,0.0,11265.2,65
1,66,0,0,4,0,0,1,1,2561.1111111111113,453.93650793650795,0,nan,nan,nan,nan,nan,nan,nan,nan,2558.2399350649353,453.4607142857143,0.0,11299.75,66
1,67,1,9,0,1,1,0,0,3097.6841155234656,451.8158844765343,0,3097.0,439.8,0.0,6.0,3099.0609104505997,454.9260167029775,0.0,189.44444444444446,nan,nan,nan,nan,67
1,68,0,0,1,0,0,1,1,2417.887755102041,457.3673469387755,0,nan,nan,nan,nan,nan,nan,nan,nan,2413.6470588235293,456.8235294117647,0.0,11469.0,68
1,69,0,0,1,0,0,1,1,2683.714285714286,458.1190476190476,0,nan,nan,nan,nan,nan,nan,nan,nan,2681.0238095238096,459.35714285714283,0.0,11546.0,69
1,70,0,1,0,0,0,1,1,3136.0743801652893,456.0330578512397,0,nan,nan,nan,nan,3138.0,460.0,0.0,206.0,nan,nan,nan,nan,70
1,71,0,1,0,0,0,1,1,3150.402298850575,457.86206896551727,0,nan,nan,nan,nan,3151.5,460.5,0.0,207.0,nan,nan,nan,nan,71
1,72,3,0,30,1,1,0,0,2614.1650055370988,465.06201550387595,0,2615.8888888888887,469.1203703703704,0.0,18.666666666666668,nan,nan,nan,nan,2615.5479812655713,467.9208299896997,0.0,11884.933333333332,72
1,73,0,0,7,0,0,1,1,2542.1323529411766,464.08613445378154,0,nan,nan,nan,nan,nan,nan,nan,nan,2541.431911842471,464.6926075304958,0.0,11763.0,73
1,74,0,0,14,0,0,1,1,2671.442885771543,465.3607214428858,0,nan,nan,nan,nan,nan,nan,nan,nan,2674.266225389587,466.6547649694036,0.0,11845.642857142857,74
1,75,0,2,0,0,0,1,1,3040.5216494845363,463.44123711340205,0,nan,nan,nan,nan,3044.2375,452.5375,0.0,183.0,nan,nan,nan,nan,75
1,76,0,0,10,0,0,1,1,2636.427906976744,463.2232558139535,0,nan,nan,nan,nan,nan,nan,nan,nan,2637.550621093298,463.5601678668503,0.0,11697.3,76
1,77,1,10,0,1,1,0,0,3072.525616698292,465.30170777988616,0,3080.0,465.0,0.0,16.0,3071.069908708938,460.42458071013954,0.0,204.7,nan,nan,nan,nan,77
1,78,0,0,1,0,0,1,1,2651.340425531915,467.36879432624113,0,nan,nan,nan,nan,nan,nan,nan,nan,2641.972972972973,475.18918918918916,0.0,12239.0,78
1,79,0,3,2,0,0,1,1,2732.5053995680346,462.3153347732181,0,nan,nan,nan,nan,2732.4166666666665,457.25,0.0,195.33333333333334,2730.856209150327,455.0849673202614,0.0,11357.5,79
1,80,0,2,0,0,0,1,1,3196.575638506876,466.11787819253436,0,nan,nan,nan,nan,3193.548951048951,477.8916083916084,0.0,247.0,nan,nan,nan,nan,80
1,81,2,0,11,1,1,0,0,2573.2542056074767,467.68224299065423,0,2580.4444444444443,468.8888888888889,0.0,18.0,nan,nan,nan,nan,2573.4785109735535,471.3678819449347,0.0,12041.09090909091,81
1,82,0,8,0,0,0,1,1,3097.328231292517,469.8741496598639,0,nan,nan,nan,nan,3102.981094426407,471.24033301767673,0.0,232.25,nan,nan,nan,nan,82
1,83,0,0,0,0,0,1,1,2441.9192708333335,472.8463541666667,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83
1,84,0,0,8,0,0,1,1,2507.6882530120483,470.84789156626505,0,nan,nan,nan,nan,nan,nan,nan,nan,2506.4919371886285,470.0935243269802,0.0,11982.375,84
1,85,0,0,5,0,0,1,1,2540.9298701298703,477.51428571428573,0,nan,nan,nan,nan,nan,nan,nan,nan,2544.0454285714286,484.8056190476191,0.0,12599.2,85
1,86,0,0,6,0,0,1,1,2655.205479452055,476.3493150684931,0,nan,nan,nan,nan,nan,nan,nan,nan,2653.182144853952,476.8718565362588,0.0,12272.333333333334,86
1,87,0,3,0,0,0,1,1,3167.137931034483,478.6551724137931,0,nan,nan,nan,nan,3158.8484848484845,483.9414141414141,0.0,263.0,nan,nan,nan,nan,87
1,88,0,4,0,0,0,1,1,3214.906752411576,480.35691318327974,0,nan,nan,nan,nan,3212.6676136363635,488.5369318181818,0.0,275.75,nan,nan,nan,nan,88
1,89,0,0,0,0,0,1,1,2465.496855345912,477.1069182389937,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89
1,90,2,1,0,1,1,0,0,3179.893992932862,475.40636042402826,0,3179.166666666667,468.625,0.0,19.0,3182.3846153846152,476.61538461538464,0.0,246.0,nan,nan,nan,nan,90
1,91,0,4,0,0,0,1,1,3202.5829787234043,480.91063829787237,0,nan,nan,nan,nan,3204.3125,482.9784226190476,0.0,259.5,nan,nan,nan,nan,91
1,92,0,2,2,0,0,1,1,2669.055944055944,479.7762237762238,0,nan,nan,nan,nan,2666.705627705628,486.78463203463207,0.0,270.5,2671.751851851852,479.29814814814813,0.0,12356.0,92
1,93,0,1,4,0,0,1,1,2720.9139784946237,482.0860215053763,0,nan,nan,nan,nan,2713.6666666666665,481.75,0.0,251.0,2722.2096920107756,484.223770656588,0.0,12608.5,93
1,94,0,0,4,0,0,1,1,2527.94674556213,482.73372781065086,0,nan,nan,nan,nan,nan,nan,nan,nan,2530.3227011494255,483.0461925287357,0.0,12537.25,94
1,95,0,0,5,0,0,1,1,2567.1911262798635,486.4914675767918,0,nan,nan,nan,nan,nan,nan,nan,nan,2561.451587301587,491.80055555555555,0.0,12905.6,95
1,96,0,0,3,0,0,1,1,2435.1203007518798,487.7719298245614,0,nan,nan,nan,nan,nan,nan,nan,nan,2439.260572760573,494.6376956376957,0.0,12999.666666666666,96
1,97,0,0,1,0,0,1,1,2419.7291666666665,489.46527777777777,0,nan,nan,nan,nan,nan,nan,nan,nan,2419.181818181818,497.6363636363636,0.0,13148.0,97
1,98,0,5,12,0,0,1,1,2646.8278688524592,488.1516393442623,0,nan,nan,nan,nan,2653.623838383838,485.87935828877,0.0,266.2,2647.722075725201,488.12841718466717,0.0,12749.583333333334,98
1,99,0,0,2,0,0,1,1,2409.7608695652175,489.61739130434785,0,nan,nan,nan,nan,nan,nan,nan,nan,2412.5053846153846,494.1730769230769,0.0,12992.0,99
1,100,0,0,22,0,0,1,1,2587.2604562737642,493.8022813688213,0,nan,nan,nan,nan,nan,nan,nan,nan,2590.1680992729002,493.2752312111697,0.0,12963.318181818182,100
1,101,0,0,0,0,0,1,1,2398.6581196581196,494.8119658119658,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101
1,102,0,1,1,0,0,1,1,2713.96694214876,497.38429752066116,0,nan,nan,nan,nan,2719.125,491.875,0.0,285.0,2721.1785714285716,506.85714285714283,0.0,13498.0,102
1,103,0,0,1,0,0,1,1,2388.183035714286,501.83035714285717,0,nan,nan,nan,nan,nan,nan,nan,nan,2382.9,507.9,0.0,13537.0,103
1,104,0,0,0,0,0,1,1,2192.4725274725274,499.2197802197802,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104
1,105,1,0,12,1,1,0,0,2534.102608695652,497.75304347826085,0,2542.25,509.5833333333333,0.0,26.0,nan,nan,nan,nan,2530.7175287229015,503.4512312452005,0.0,13361.5,105
1,106,0,0,0,0,0,1,1,2359.8446601941746,503.8349514563107,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106
1,107,0,0,0,0,0,1,1,2474.632075471698,499.8679245283019,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107
1,108,1,0,1,1,1,0,0,2401.022026431718,507.0264317180617,0,2410.0,506.0,0.0,25.0,nan,nan,nan,nan,2396.875,500.875,0.0,13266.0,108
1,109,0,0,1,0,0,1,1,2450.3128491620114,506.4301675977654,0,nan,nan,nan,nan,nan,nan,nan,nan,2457.4615384615386,512.3076923076923,0.0,13716.0,109
1,110,0,0,0,0,0,1,1,2283.720472440945,507.2244094488189,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110
1,111,0,3,0,0,0,1,1,3163.8947368421054,518.2013157894737,0,nan,nan,nan,nan,3160.506734006734,523.473063973064,0.0,320.3333333333333,nan,nan,nan,nan,111
1,112,0,0,12,0,0,1,1,2479.387323943662,507.49295774647885,0,nan,nan,nan,nan,nan,nan,nan,nan,2487.5211488554087,502.8398210883902,0.0,13355.75,112
1,113,0,7,0,0,0,1,1,3182.5337078651687,503.750936329588,0,nan,nan,nan,nan,3188.7235347985347,505.8398090005233,0.0,302.14285714285717,nan,nan,nan,nan,113
1,114,0,0,0,0,0,1,1,2339.0454545454545,510.8512396694215,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,114
1,115,0,0,0,0,0,1,1,2322.3839285714284,517.4241071428571,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115
1,116,0,0,0,0,0,1,1,2033.5703324808185,510.98976982097184,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,116
1,117,2,0,0,1,1,0,0,2282.348432055749,517.6933797909408,0,2284.5,517.75,0.0,28.5,nan,nan,nan,nan,nan,nan,nan,nan,117
1,118,0,0,5,0,0,1,1,2719.0523255813955,515.5116279069767,0,nan,nan,nan,nan,nan,nan,nan,nan,2716.4062222222224,518.709111111111,0.0,13989.4,118
1,119,0,0,0,0,0,1,1,1950.0426829268292,517.670731707317,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119
1,120,1,0,7,1,1,0,0,2544.4786585365855,520.2378048780488,0,2542.875,513.875,0.0,27.0,nan,nan,nan,nan,2545.8211905741314,518.4479549861903,0.0,13976.285714285714,120
1,121,1,0,15,1,1,0,0,2678.876,516.936,0,2673.6363636363635,526.0909090909091,0.0,30.0,nan,nan,nan,nan,2676.7051554384816,518.7296952708072,0.0,14009.533333333333,121
1,122,0,5,0,0,0,1,1,3197.924778761062,520.8008849557522,0,nan,nan,nan,nan,3204.3150793650793,517.8551587301588,0.0,315.0,nan,nan,nan,nan,122
1,123,0,0,7,0,0,1,1,2562.4870967741936,520.4645161290323,0,nan,nan,nan,nan,nan,nan,nan,nan,2564.8786195286198,523.3516188154119,0.0,14190.714285714286,123
1,124,0,0,0,0,0,1,1,1913.5006896551724,523.0193103448275,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,124
1,125,0,0,6,0,0,1,1,2696.6978417266187,522.7769784172662,0,nan,nan,nan,nan,nan,nan,nan,nan,2699.247702563962,521.4061472742441,0.0,14122.333333333334,125
1,126,0,0,17,0,0,1,1,2608.653846153846,523.6764705882352,0,nan,nan,nan,nan,nan,nan,nan,nan,2609.50804030796,522.4606713517063,0.0,14157.882352941177,126
1,127,0,0,3,0,0,1,1,2659.4210526315787,524.3157894736842,0,nan,nan,nan,nan,nan,nan,nan,nan,2658.3152342237704,525.2173506258872,0.0,14282.333333333334,127
1,128,0,0,0,0,0,1,1,2054.3132530120483,525.144578313253,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128
1,129,1,0,3,1,1,0,0,2456.4506517690875,528.1266294227188,0,2445.294117647059,542.2352941176471,0.0,32.0,nan,nan,nan,nan,2454.7350241545896,536.592270531401,0.0,14748.0,129
1,130,0,0,1,0,0,1,1,2403.3969465648856,529.3282442748092,0,nan,nan,nan,nan,nan,nan,nan,nan,2401.769230769231,533.2307692307693,0.0,14577.0,130
1,131,0,0,2,0,0,1,1,2699.2153846153847,532.6769230769231,0,nan,nan,nan,nan,nan,nan,nan,nan,2699.44,535.72,0.0,14679.0,131
1,132,0,0,0,0,0,1,1,1934.058487874465,519.7831669044223,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132
1,133,0,1,4,0,0,1,1,2438.815789473684,532.5921052631579,0,nan,nan,nan,nan,2437.0,532.2,0.0,330.0,2437.8028404344195,535.6021303258145,0.0,14688.25,133
1,134,0,0,2,0,0,1,1,2355.119842829077,534.6935166994106,0,nan,nan,nan,nan,nan,nan,nan,nan,2350.220238095238,541.5,0.0,14955.0,134
1,135,0,0,0,0,0,1,1,1982.129411764706,532.5588235294117,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135
1,136,0,0,0,0,0,1,1,2857.1345029239765,537.1286549707602,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,136
1,137,0,0,0,0,0,1,1,2013.0,537.8672086720867,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,137
1,138,0,0,28,0,0,1,1,2587.7221510883483,532.5736235595391,0,nan,nan,nan,nan,nan,nan,nan,nan,2586.186879222357,531.9043294083522,0.0,14534.92857142857,138
1,139,0,0,0,0,0,1,1,2685.9140625,538.9453125,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,139
1,140,0,1,2,0,0,1,1,2712.075630252101,537.0252100840336,0,nan,nan,nan,nan,2712.125,532.125,0.0,331.0,2715.4375,533.125,0.0,14631.0,140
1,141,0,0,0,0,0,1,1,1798.8096172718351,540.9136408243376,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,141
1,142,0,0,1,0,0,1,1,1827.3013468013469,530.709595959596,0,nan,nan,nan,nan,nan,nan,nan,nan,1828.5833333333333,528.4166666666666,0.0,14390.0,142
1,143,0,0,6,0,0,1,1,2374.0825688073396,541.7247706422019,0,nan,nan,nan,nan,nan,nan,nan,nan,2371.872343342932,544.0857919313802,0.0,14999.333333333334,143
1,144,0,0,4,0,0,1,1,2495.710144927536,540.8623188405797,0,nan,nan,nan,nan,nan,nan,nan,nan,2498.0891601205703,540.6996483375959,0.0,14905.5,144
1,145,0,0,0,0,0,1,1,1930.375,540.0625,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145
1,146,0,0,0,0,0,1,1,1944.914089347079,546.4501718213058,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,146
1,147,0,0,6,0,0,1,1,2558.179723502304,544.2764976958525,0,nan,nan,nan,nan,nan,nan,nan,nan,2558.204025133756,545.6445097673262,0.0,15090.333333333334,147
1,148,0,0,3,0,0,1,1,2462.826271186441,540.8644067796611,0,nan,nan,nan,nan,nan,nan,nan,nan,2459.816619183286,541.7741690408358,0.0,14918.666666666666,148
1,149,0,0,3,0,0,1,1,2570.7384615384617,544.1743589743589,0,nan,nan,nan,nan,nan,nan,nan,nan,2568.4164886039885,549.2001424501424,0.0,15194.0,149
